id,text,aspect_category,sentiment_prob
103,yuk fan dukung dan menangkan,Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
193,dukung,Pendukung/Pemilih,"[1.0, 0.0, 0.0]"
169,ngawal abang keliling ampenan,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
3,disetiap nya massa membludakkrn rakyat melihat harapan ahy memimpin negara dimasa,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
130,kekalahan sukses tertunda bukan disesali tapi dijadikan pengalaman baik,Tokoh dan Partai,"[0.7, 0.3, 0.0]"
167,mestinya gus negarawan,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
74,demokrat cinta nkri dan berbakti,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
110,jagoan kalah duluan jagoannya bukan ahok,Tokoh dan Partai,"[0.8, 0.2, 0.0]"
143,membaca strategi politik surabaya dalam pencalonan agus yudhoyono,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
72,muka pulang punggung terima kasih kepri,Tokoh dan Partai,"[0.0, 0.2, 0.8]"
33,pemimpin muda,Tokoh dan Partai,"[0.8, 0.2, 0.0]"
4,inspirasi kaum muda gerakan indonesia muda menuju indonesia emas,Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
223,setia politik indonesia regenerasi matang jangan kutu loncat,Tokoh dan Partai,"[0.8, 0.2, 0.0]"
192,putri dan wanita penginspirasi,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
258,wartawan pilkada 2018 mas dijawab mas belum terpikir pilkada,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
153,mas agus kasih kuliah nih,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
100,hmmmm calon tokoh dunia,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
240,dukung,Pendukung/Pemilih,"[1.0, 0.0, 0.0]"
58,bisa voter memilih,Pendukung/Pemilih,"[0.0, 1.0, 0.0]"
147,logikanya pemilih putaran ke1 psikologis pemilih paslon 3 gubernur jakarta,Pendukung/Pemilih,"[0.0, 1.0, 0.0]"
230,suara pemilih putaran 1 memilih paslon 3 puataran selamat jakarta gubernur,Pendukung/Pemilih,"[1.0, 0.0, 0.0]"
15,ahy bergaya sporty tps,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
194,putaran melihat bgm kelasnya pemimpin berbesar hati,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
209,kecil pendukung dukung ahok basis massa mayoritas pilih anies kunci kemenangan tipis anies,Pendukung/Pemilih,"[0.0, 1.0, 0.0]"
49,suara pendukung menentukan kemenangan salah paslon,Pendukung/Pemilih,"[0.0, 1.0, 0.0]"
220,semoga pemilih putaran 1 kebon kacang dan kp bali beralih aniessandi,Pendukung/Pemilih,"[1.0, 0.0, 0.0]"
264,yuk fan dukung dan menangkan,Pendukung/Pemilih,"[1.0, 0.0, 0.0]"
59,bismillah semoga esok jakarta memiliki pemimpin tuntunan alquran diridhai allah swt,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
61,bu sylvi contoh keberanian betawi dalam bersikap tidak ngambang atau banci contoh perempuan betawi tulen,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
56,tulus menyenangkan insyaallah jalan bu,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
178,pemimpin muda,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
199,salam wallahulmuwafiq ilaaqwamithoriq mencerminkan nu jatuh hati,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
206,suka berjiwa,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
26,ahy r1 2019 boleh kalah pilgub,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
257,walaupun kalahkami bangga padamu jalanmu masih panjangkesuksesan baik menantimu disaat,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
34,pribadi kagum pribadi mu yes sikapmu,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
190,prananda demokrat sejati kagum dan salut,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
255,ah frowning face 1 thumbs up thumbs up thumbs up,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
31,agus harimurti yudhoyono lovers annisa larasati pohan lovers bukan mendadak,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
241,terkadang sikap dewasa diajarkan muda thumbs up smiling face with hearteyes,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
51,bangga melihat pernyataan ksatria,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
95,hayoo sibuk hapus2in twit jelek2in face with stuckout tounges face with tears of joy,Tokoh dan Partai,"[0.0, 0.2, 0.8]"
187,lihat mas debat face with stuckout tounges,Tokoh dan Partai,"[0.1, 0.7, 0.2]"
76,kecerdasan nasionalisme dan jiwa pancasilais dimiliki bisa dikatakan memiliki jiwa santri walaupun belum mondok,Tokoh dan Partai,"[0.95, 0.05, 0.0]"
256,walaupun pendukung anies sandi oke hand tapi bangga jiwa ahy silvy masih 2019 prabowo ahy folded hands folded hands,Pendukung/Pemilih,"[0.1, 0.7, 0.2]"
29,ahy sylvi menang dalam hati pendukungnya ahysylvi membuat panik dan ketar ketir kubu folded hands folded hands,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
66,catat dki kehilangan ahok,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
124,dalam maka dki cerdas tak mudah diprovokasi isue sara tapi,SARA,"[0.8, 0.15, 0.05]"
91,kalah besok kalah dipengadilan,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
212,sedih kehilangan sosok gubenur jujur dan pekerja keras melayani warganya,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
8,ahok kalah telak diseluruh tps wilayah fpi,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
10,ahok menang tipis tps habib rizieq mencoblos,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
144,deh cuitan curang black campaign nongol legowo demokrasi bukan namanya hahaa,Kampanye,"[0.05, 0.1, 0.85]"
94,hasil tps 011010 rw 002 kelurahan pela mampang sedih lihatnya,Pendukung/Pemilih,"[0.05, 0.15, 0.8]"
155,tenang masih curang apalagi pemilihan hati-hati awasin tuh ketahuan bagi-bagi sembako,Kampanye,"[0.05, 0.1, 0.85]"
245,tidak petunjuk orangorang zalim haram pemimpin kafir,SARA,"[0.05, 0.05, 0.9]"
112,jangan harap jakarta bebas korupsi suaramu masih bisa dibeli,Politik Uang,"[0.05, 0.05, 0.9]"
235,syukur lembar c6 sudah tangan tidak sabar colok matanya ahok,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
181,penista agama,SARA,"[0.05, 0.05, 0.9]"
108,kan rejeki kasihan sudah dukung tapi tidak dapat,Pendukung/Pemilih,"[0.05, 0.15, 0.8]"
13,tim tidak tidur,Kampanye,"[0.8, 0.15, 0.05]"
136,merayakannya terima sembakonya jangan pilih pemberinya,Kampanye,"[0.05, 0.1, 0.85]"
92,harus dan pasti gubernur sudah bosan,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
125,dki maka pesan rasulullah saw menyerahkan ahlinya cc,SARA,"[0.1, 0.8, 0.1]"
106,hoaks ingat muktamar nu sudah wajibkan nahdliyin pilih pemimpin muslim,SARA,"[0.1, 0.8, 0.1]"
55,beberkan kronologi pengusiran sholat jumat,SARA,"[0.05, 0.15, 0.8]"
90,iblis menghalanghalangi manusia beribadah masjid semangat djarot,SARA,"[0.05, 0.05, 0.9]"
81,dilarang pilih cagub nonmuslim habib pilih djarot,SARA,"[0.05, 0.15, 0.8]"
36,aneh dan aneh umat usir,SARA,"[0.05, 0.15, 0.8]"
50,bagi-bagi sembako gratis tim melanggar pasal 73 ayat 1 uu no10 2016,Kampanye,"[0.05, 0.1, 0.85]"
