id,text,aspect_category,sentiment_prob
47,cari teman yee1dan3 gubernur barutunggu hasil resmi kpu dengar pernyataan,Agus-Sylvi,"[0.1, 0.8, 0.1]"
48,blunder hina2 tapi butuh 17 suara dan harus ngemis hina2 jleb,Ahok-Djarot,"[0.05, 0.05, 0.9]"
49,masih mencaci maki dan pepo memo nya harus mengemis suara 17 orang-orang hina,Agus-Sylvi,"[0.05, 0.05, 0.9]"
NA,"golput pemilih nampaknya
(Tidak ada aspek yang relevan)

Tweet: merhatiin relawan rehat ganjal mungkin harus islah relawan
(Tidak ada aspek yang relevan)

Tweet: pakar surabaya surat anas urbaningrum jeruji besi sindiran
(Tidak ada aspek yang relevan)

Tweet: jangan sekeluarga pemilih program dp 0 nyata sekeluarga memilih",Anies-Sandi,"[0.8, 0.1, 0.1]"
54,sylvi aniessandiaga basukidjarot debat pilkada dki 2017 jangan jual mimpi gubernur,Agus-Sylvi,"[0.1, 0.2, 0.7]"
55,ah bukannya bang aji disitu bikin kalah,Anies-Sandi,"[0.1, 0.2, 0.7]"
56,mungkin rendah hati bisa pendukung paslon 1 masih hati melihat foto,Agus-Sylvi,"[0.8, 0.1, 0.1]"
57,bangga anak memo,Agus-Sylvi,"[0.9, 0.1, 0.0]"
NA,"pendukung sulit melupakan bully2
(Tidak ada aspek yang relevan)

Tweet: pantas hancur
(Tidak ada aspek yang relevan)

Tweet: anggap bisa sebulan dijual pindah tangan orang-orang elit partai gerindra dan pks",Anies-Sandi,"[0.1, 0.2, 0.7]"
66,pilkada dki ahy dan surabaya target hoax dan fitnah akunakun pendukung ahok,Agus-Sylvi,"[0.7, 0.2, 0.1]"
67,ahy masih mentah tapi dikarbit demokrat melihat pilkada dki kemenangan pemilu memakai sentimen sara,Agus-Sylvi,"[0.05, 0.05, 0.9]"
68,akibat pernyataan antasari suara ahy melorot pilkada dki,Agus-Sylvi,"[0.05, 0.15, 0.8]"
69,enam kampanye pilkada kubu ahy pendukung ahok sibuk serang program ahy tidak kampanye program ahok,Agus-Sylvi,"[0.1, 0.2, 0.7]"
70,13 namun dicontohkan ahy dan pendukungnya tak paska putaran pilkada dki jakarta perentangan tajam,Agus-Sylvi,"[0.1, 0.2, 0.7]"
71,ahy dan tim berjalan menjauh hiruk pikuk pilkada melanjutkan perjalanan politik kecewa,Agus-Sylvi,"[0.05, 0.15, 0.8]"
72,ahy kalah berpidato timnya terdiam menangis melepaskan pilkada dki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
73,sejujurnya penilaian subyektif terlalu cepat ahy 2019 kalah pilkada bukan modal tapi catatan negatif,Agus-Sylvi,"[0.05, 0.15, 0.8]"
74,tolak bajingan tengik ahy tukang sogok pemilih bangsat ahy sungguh berbahaya,Agus-Sylvi,"[0.0, 0.0, 1.0]"
75,tolak ahy berpolitik agama,Agus-Sylvi,"[0.05, 0.15, 0.8]"
76,astaga pendukung ahy tidak terima hasil surveyharusnya tolak acuan semangat,Agus-Sylvi,"[0.1, 0.2, 0.7]"
77,sahsah tolak ukur kedewasaan dki kalo ahy menang pola pikir masih primitif,Agus-Sylvi,"[0.05, 0.15, 0.8]"
78,suara dihargai sembako tolak ahy sudah melakukan penyuapan,Agus-Sylvi,"[0.0, 0.0, 1.0]"
79,ahy tidak pilkada sudah tidak asyik,Agus-Sylvi,"[0.7, 0.2, 0.1]"
80,seleksi tendemnya pilkada dki ahy kalah tendemnya salah pilih mengurangi kualitas ahy,Agus-Sylvi,"[0.05, 0.15, 0.8]"
81,segelintir pendukung ahy ditikung tweet akun resmi parpol pendukung aniessandi,Agus-Sylvi,"[0.05, 0.15, 0.8]"
82,ahy menanggung akibat cuitan ayahnya tak produktif,Agus-Sylvi,"[0.05, 0.1, 0.85]"
84,reaksi pendukung ahy tak bersikap bawa perasaan tak pecundang ajang pilkada,Agus-Sylvi,"[0.8, 0.15, 0.05]"
85,suara bergetar ahy maaf sudah kecewakan pendukungnya,Agus-Sylvi,"[0.05, 0.05, 0.9]"
86,ahy kalah kandang respon tetangga,Agus-Sylvi,"[0.05, 0.1, 0.85]"
87,lini pertahanan ahy rapuh debat efek aksi 112 efek dan antasari efek,Agus-Sylvi,"[0.05, 0.1, 0.85]"
88,gagal pilkada dki jakarta ahy diisukan maju pilgub jatim,Agus-Sylvi,"[0.05, 0.15, 0.8]"
89,ahok melejit anies menanjak ahy mengapung,Ahok-Djarot,"[0.85, 0.1, 0.05]"
90,survey sementara ahy masuk 3 selamat,Agus-Sylvi,"[0.8, 0.15, 0.05]"
91,meninggalkan zona aman dan nyaman kemajuan jakarta hasil tak harapan ahy,Agus-Sylvi,"[0.05, 0.1, 0.85]"
92,kasihan ahy kalah walaupun sudah umroh dibantu doa 7 juta umatternyata allah netral tidak berpolitik,Agus-Sylvi,"[0.05, 0.05, 0.9]"
93,jual baju bekas ahy 3 pm for info,Agus-Sylvi,"[0.1, 0.8, 0.1]"
94,ahy vocalis band rock lompat lompat mulu bang kerjaannya,Agus-Sylvi,"[0.1, 0.3, 0.6]"
95,kasihan benar nasib ahy karir tni harus tamat nafsu pepo cepat parpol tidak dagang,Agus-Sylvi,"[0.05, 0.05, 0.9]"
96,jangan surabaya ahy kalah garagara antasari survey kan sudah menunjukan ahy merosot elektabilitasnya,Agus-Sylvi,"[0.05, 0.1, 0.85]"
97,presiden tv rusak ahy tidak hasil qc sementara tidak apa-apa,Agus-Sylvi,"[0.2, 0.7, 0.1]"
98,pepo belum prihatin ahy pecundang,Agus-Sylvi,"[0.05, 0.05, 0.9]"
99,selamat ahy rakyat mundur tni dan kalah pilkada dki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
100,heeebohhhhagus sylvi kalah tps 6 tmpat menggunakan hak pilihnya,Agus-Sylvi,"[0.05, 0.1, 0.85]"
101,Tweet: pilih semoga tidak demokrat benar dukung ahok,Ahok-Djarot,"[0.05, 0.1, 0.85]"
102,demokrat ahok gerindra tantangan bermain politik kotor,Agus-Sylvi,"[0.05, 0.1, 0.85]"
103,mesin robot sylvi lupa dimatiin masih masuk trending topik,Agus-Sylvi,"[0.05, 0.1, 0.85]"
104,pendukung mari rapatkan barisan paslon buang issu miring paslon masih dipimpin terdakwa simulut ember,Ahok-Djarot,"[0.05, 0.1, 0.85]"
106,maksud hati caper ahysilvy eh kena protes face with stuckout tounges rolling on floor laughing rolling on floor laughing,Agus-Sylvi,"[0.05, 0.1, 0.85]"
107,ahy bisa menang pilgub dki bisa ngumpulin 7 bola dragon ball rolling on floor laughing rolling on floor laughing,Agus-Sylvi,"[0.05, 0.1, 0.85]"
108,ah lihat ahy ingat norman kamaru ahy jualan bubur haji smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.05, 0.1, 0.85]"
109,ahy tersingkir persevering face persevering face hampir pasti dilanjuntukan putaran ahokdjarot vs aniessandi,Agus-Sylvi,"[0.05, 0.1, 0.85]"
110,ahy nyungsep bapaknya menyarankan coblos 2 smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.05, 0.1, 0.85]"
112,ahy sangat cemas situasi sosial pilkada jakarta pilkada dki jakarta berdampak negatif bukan,Agus-Sylvi,"[0.05, 0.1, 0.85]"
113,ahy kalah sisi negatif umat islam tertunda dalam menempatkan pemimpin sisi positif umat islam terhindar hujat buka aib,Agus-Sylvi,"[0.05, 0.1, 0.85]"
114,ahy ahy mengomong karakter barusan omongkan melihat sisi negatif tongue oncoming fist,Agus-Sylvi,"[0.05, 0.1, 0.85]"
115,ahy membicarakan negatif jakarta tidak solusi mengatasi nol thumbs down,Agus-Sylvi,"[0.05, 0.1, 0.85]"
116,kicauan negatif surabaya diyakini pengaruhi elektabilitas ahy via,Agus-Sylvi,"[0.05, 0.1, 0.85]"
117,allah tuhan yme ahy didukung senator beraura negatif,Agus-Sylvi,"[0.05, 0.1, 0.85]"
118,menemukan foto lingkaran orang-orang ahy penuh integritas dan kwalitas negatif waspada waspada thumbs down,Agus-Sylvi,"[0.05, 0.1, 0.85]"
119,si ahy 70 sentimennya negatif wkwkwkface with stuckout tounges,Agus-Sylvi,"[0.05, 0.1, 0.85]"
120,senjata makan tuan aka karma 2 kicauan negatif surabaya diyakini pengaruhi elektabilitas ahy face with stuckout tounges,Agus-Sylvi,"[0.05, 0.1, 0.85]"
121,anieshilangya grimacing face grimacing face,Anies-Sandi,"[0.0, 0.1, 0.9]"
122,anies hilang debat grimacing face grimacing face,Anies-Sandi,"[0.0, 0.1, 0.9]"
123,2mesti nyuruh pemilih pilih paslon face with open mouth thumbs up oke hand folded hands thinking face smiling face with sunglasses,Ahok-Djarot,"[0.7, 0.2, 0.1]"
124,1kenape tidak dilawan pasangan pilgub jabar demokrat memang harus tegas pilgub dki thinking face thinking face thinking face,Agus-Sylvi,"[0.1, 0.4, 0.5]"
126,pastilah kan tidak suka ahok pas sudah kalah otomatis dukungannya lari mas aniessandi grimacing face,Ahok-Djarot,"[0.1, 0.2, 0.7]"
127,ahoker masih bully,Ahok-Djarot,"[0.1, 0.2, 0.7]"
128,ahoker masih ngebully program face with tears of joy face with tears of joy face with tears of joy,Ahok-Djarot,"[0.1, 0.2, 0.7]"
131,humorlagu kisah sedih ahy lagu jatuh bangun frowning face frowning face,Agus-Sylvi,"[0.1, 0.2, 0.7]"
132,cuitan hati sbycuitan surabaya jokowi terindahpilgub dki 2017 tongue tongue,Agus-Sylvi,"[0.1, 0.8, 0.1]"
133,owalah kasihan dik semoga tidak miskin amin thumbs up dihati tongue,Agus-Sylvi,"[0.1, 0.2, 0.7]"
134,bangga anak memo tongue face with stuckout tongue closed eyes face with tears of joy,Agus-Sylvi,"[0.9, 0.1, 0.0]"
136,versi video bingung bicara banjir kota apung face with stuckout tongue closed eyes permukaan tanah dan air bikin bengong smiling face with open mouth closed eyes,Anies-Sandi,"[0.1, 0.2, 0.7]"
137,ahokers mendadak tidak salah tuh banget face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes,Ahok-Djarot,"[0.1, 0.2, 0.7]"
139,deklarasi konsultasi dan persetujuan ahy,Agus-Sylvi,"[0.1, 0.8, 0.1]"
148,suara rusak garagara nyanyian si aa peka moga surabaya bisa bikin jeblos penjara pupus disana face with steam from nose,Ahok-Djarot,"[0.0, 0.0, 1.0]"
149,awas mendadak baik metamorfosis kecebong berubah anjing penjilat oke hand clapping hands,Ahok-Djarot,"[0.0, 0.05, 0.95]"
150,tunggu sikap manuver agus clapping hands face with cold sweat face with cold sweat,Agus-Sylvi,"[0.1, 0.8, 0.1]"
151,doa ku semoga suaranya mas agussylvi benaran yakin kan mas agus mu,Agus-Sylvi,"[0.9, 0.1, 0.0]"
155,dalam pilkada dki ahy mampu kualitasnya pemimpin muda berjiwa ksatria ahy mendunia,Agus-Sylvi,"[0.95, 0.05, 0.0]"
156,pilkada dki ahy keliling nusantara merajut persatuan bukan jakarta,Agus-Sylvi,"[0.9, 0.1, 0.0]"
157,12 ahy menitipkan pentingnya menjaga pluralisme kebangsaan dan kesatuan dalam persaingan pilkada persatuan penting,Agus-Sylvi,"[0.95, 0.05, 0.0]"
158,ahy memang kalah pilkada tetapi menang hati rakyat,Agus-Sylvi,"[0.85, 0.1, 0.05]"
159,pendukung ahok berantem mending kayak pendukung ahy membuat kopdar biar luas calon,Ahok-Djarot,"[0.05, 0.15, 0.8]"
160,ahy pilkada dki hikmah pelajaran ujian dan tantangan dapat ambil dapat mematangkan karakternya,Agus-Sylvi,"[0.9, 0.1, 0.0]"
161,semangat ahy faktor kekalahan pilkada ahy maju insyaalloh,Agus-Sylvi,"[0.7, 0.2, 0.1]"
162,dilihat upaya demokrat mengenalkan ahy berhasil pilkada jakarta dan ahy sudah blusukan indonesia,Agus-Sylvi,"[0.9, 0.1, 0.0]"
164,pilihan jakarta mayoritas bukan ahok tapi calon ahok terbukti putaran pilkada dki mayoritas memilih ahy dan anies,Ahok-Djarot,"[0.0, 0.1, 0.9]"
165,akun instagram ahy ucapkan selamat paslon pemenang pilkada dki jakarta,Agus-Sylvi,"[0.7, 0.3, 0.0]"
166,menyeberangi selat malaka aiman kompastv mendapat kesempatan mewawancarai ahy pilkada dki,Agus-Sylvi,"[0.7, 0.3, 0.0]"
167,ahy pilkada dki berjalan bermartabat,Agus-Sylvi,"[0.8, 0.2, 0.0]"
168,salam kagum ahy masih muda berani pensiun berani menantang ahok pilkada disaat takut termasuk,Agus-Sylvi,"[0.95, 0.05, 0.0]"
169,pilkada dki berdoa ahy menang mudahmudahan anies sandi menang,Agus-Sylvi,"[0.9, 0.1, 0.0]"
170,mental kalah pilkada indonesia harus berguru sosok ahy,Agus-Sylvi,"[0.8, 0.2, 0.0]"
171,lsi membuktikan kejujuran surveynya pilkada dki tahap1 ahokdjarot disurvey kalah dan ahy menang 1 putaran,Ahok-Djarot,"[0.0, 0.1, 0.9]"
172,sehabis pilkadapileg dan pilpres harap ahy ketua dpr,Agus-Sylvi,"[0.9, 0.1, 0.0]"
173,sebentar lupakan kegilaan pilkada dki mari berlari ahy kepri 23 april,Agus-Sylvi,"[0.8, 0.2, 0.0]"
174,bilang pasti menang bentuk keyakinan keberhasilan goal goal improvisasi politik surabaya ahydi pilkada dki,Agus-Sylvi,"[0.95, 0.05, 0.0]"
175,semoga anies menang pilkada dan ahy presiden indonesia 2019 amin yra klop deh,Anies-Sandi,"[0.9, 0.1, 0.0]"
176,pilkada dki ahy sangat diperhitungkan diharapkan bisa pemimpin ri,Agus-Sylvi,"[0.95, 0.05, 0.0]"
177,pikir target ahy dalam pilkada membangun sentimen positif,Agus-Sylvi,"[0.8, 0.2, 0.0]"
178,hargai sikap dan pendukung ahy memilih bersikap netral putaran pilkada dki 2017,Agus-Sylvi,"[0.8, 0.2, 0.0]"
179,pilkada pilkades mas tidak ahy tidak rame,Agus-Sylvi,"[0.85, 0.15, 0.0]"
180,pilkada putaran membuat kaos ahy dibagibagikan dilingkungan utan kayu jaktim,Agus-Sylvi,"[0.6, 0.4, 0.0]"
181,semangat dukung ahysylvi pilkada terlaksana yakin dan tentukan pilihan pro rakyat,Agus-Sylvi,"[0.9, 0.1, 0.0]"
182,salah ahysilvy menang pilkada mudah ibu silvy mio tidak memakai helm keliling komplek pemilihan dijamin segan,Agus-Sylvi,"[0.1, 0.2, 0.7]"
183,maju ahysilvy dan aniessandi bersatu menangkan pilkada dki,Agus-Sylvi,"[0.9, 0.1, 0.0]"
184,tunggu kualitas jiwa anies sandiapa ucapan peran suara loyalis ahysilvy dalam kemenangan pilkada,Anies-Sandi,"[0.1, 0.8, 0.1]"
185,terimakasih ahysilvy jakarta tidak gubernur,Agus-Sylvi,"[0.4, 0.5, 0.1]"
188,jangan lupa pilih paslon 1,Agus-Sylvi,"[0.95, 0.05, 0.0]"
189,sinyal positif agussylvi merapat aniessandi,Agus-Sylvi,"[0.8, 0.2, 0.0]"
193,salut mpok silvy mengakui kemenangan paslon,Agus-Sylvi,"[0.9, 0.1, 0.0]"
195,youtubebxrzd69u61a tenang bening dan tulus mas agus mungkin mas,Agus-Sylvi,"[0.95, 0.05, 0.0]"
199,rakernas partai demokrat ahy,Agus-Sylvi,"[0.1, 0.8, 0.1]"
202,disetiap nya massa membludakkrn rakyat melihat harapan ahy memimpin negara dimasa,Agus-Sylvi,"[0.9, 0.1, 0.0]"
206,mestinya gus negarawan,Agus-Sylvi,"[0.95, 0.05, 0.0]"
207,demokrat cinta nkri dan berbakti,Agus-Sylvi,"[0.9, 0.1, 0.0]"
208,jagoan kalah duluan jagoannya bukan ahok,Ahok-Djarot,"[0.0, 0.1, 0.9]"
214,langkah kuda agus yudhoyono,Agus-Sylvi,"[0.6, 0.4, 0.0]"
216,pemimpin muda,Agus-Sylvi,"[0.7, 0.3, 0.0]"
217,inspirasi kaum muda gerakan indonesia muda menuju indonesia emas,Agus-Sylvi,"[0.85, 0.15, 0.0]"
219,hinggahy,Agus-Sylvi,"[0.1, 0.8, 0.1]"
234,suara pemilih putaran 1 memilih paslon 3 puataran selamat jakarta gubernur,Anies-Sandi,"[1.0, 0.0, 0.0]"
235,olahraga ahy tps siang,Agus-Sylvi,"[0.0, 1.0, 0.0]"
236,ahy bergaya sporty tps,Agus-Sylvi,"[0.0, 1.0, 0.0]"
241,semoga pemilih putaran 1 kebon kacang dan kp bali beralih aniessandi,Anies-Sandi,"[0.9, 0.1, 0.0]"
244,bu sylvi contoh keberanian betawi dalam bersikap tidak ngambang atau banci contoh perempuan betawi tulen,Agus-Sylvi,"[0.95, 0.05, 0.0]"
245,putaran dukung ibu dan mas agus baik kalah terhormat menang curang,Agus-Sylvi,"[0.8, 0.15, 0.05]"
252,ahy r1 2019 boleh kalah pilgub,Agus-Sylvi,"[0.1, 0.6, 0.3]"
253,walaupun kalahkami bangga padamu jalanmu masih panjangkesuksesan baik menantimu disaat,Agus-Sylvi,"[0.9, 0.1, 0.0]"
257,agus harimurti yudhoyono lovers annisa larasati pohan lovers bukan mendadak,Agus-Sylvi,"[0.9, 0.1, 0.0]"
258,terkadang sikap dewasa diajarkan muda thumbs up smiling face with hearteyes,Agus-Sylvi,"[0.85, 0.15, 0.0]"
259,bangga melihat pernyataan ksatria,Agus-Sylvi,"[0.95, 0.05, 0.0]"
267,walaupun pendukung anies sandi oke hand tapi bangga jiwa ahy silvy masih 2019 prabowo ahy folded hands folded hands,Anies-Sandi,"[0.2, 0.6, 0.2]"
267,walaupun pendukung anies sandi oke hand tapi bangga jiwa ahy silvy masih 2019 prabowo ahy folded hands folded hands,Agus-Sylvi,"[0.9, 0.1, 0.0]"
268,ahy sylvi menang dalam hati pendukungnya ahysylvi membuat panik dan ketar ketir kubu folded hands folded hands,Agus-Sylvi,"[0.95, 0.05, 0.0]"
269,kemenangan anis sandi oke hand kemenangan ahy silvy dan kaum pribumi hugging face hugging face,Anies-Sandi,"[0.8, 0.2, 0.0]"
269,kemenangan anis sandi oke hand kemenangan ahy silvy dan kaum pribumi hugging face hugging face,Agus-Sylvi,"[0.85, 0.15, 0.0]"
270,masih bisa diperbuat ahy silvy kemaslahatan bangsa,Agus-Sylvi,"[0.9, 0.1, 0.0]"
272,heboh pentolan band coldplay inggris chris martin dukungan pasangan agussylvi pilkada jakarta 2017,Agus-Sylvi,"[0.9, 0.1, 0.0]"
278,heboh ahy muncul penampilan,Agus-Sylvi,"[0.8, 0.2, 0.0]"
279,gunawan dan freely anggota dprd talaud pasang spanduk ahy perbtasan indonesiafilipina lanjutkan,Agus-Sylvi,"[0.95, 0.05, 0.0]"
289,pemenang nya ahy 1 dan dihati smiling face with open mouth closed eyes smiling face with open mouth smiling eyes smiling face with smiling eyes face savouring delicious food kissing face with closed eyes face blowing a kiss smiling face with hearteyes,Agus-Sylvi,"[0.95, 0.05, 0.0]"
301,catat dki kehilangan ahok,Ahok-Djarot,"[0.05, 0.15, 0.8]"
303,kalah besok kalah dipengadilan,Ahok-Djarot,"[0.05, 0.1, 0.85]"
304,sedih kehilangan sosok gubenur jujur dan pekerja keras melayani warganya,Ahok-Djarot,"[0.8, 0.15, 0.05]"
305,ahok kalah telak diseluruh tps wilayah fpi,Ahok-Djarot,"[0.05, 0.15, 0.8]"
306,ahok menang tipis tps habib rizieq mencoblos,Ahok-Djarot,"[0.75, 0.2, 0.05]"
310,tidak petunjuk orangorang zalim haram pemimpin kafir,Ahok-Djarot,"[0.0, 0.05, 0.95]"
312,syukur lembar c6 sudah tangan tidak sabar colok matanya ahok,Ahok-Djarot,"[0.0, 0.05, 0.95]"
313,penista agama,Ahok-Djarot,"[0.0, 0.05, 0.95]"
315,ahokers tukang plintirlihat nehh,Ahok-Djarot,"[0.05, 0.15, 0.8]"
318,harus dan pasti gubernur sudah bosan,Ahok-Djarot,"[0.05, 0.1, 0.85]"
320,ahok lawannya djarot mungkin pilih djarot memang ahok belajar baik humas dan diplomasi,Ahok-Djarot,"[0.1, 0.2, 0.7]"
321,Tweet: hoaks ingat muktamar nu sudah wajibkan nahdliyin pilih pemimpin muslim,Ahok-Djarot,"[0.05, 0.15, 0.8]"
NA,"jangan biarkan

Tweet: beberkan kronologi pengusiran sholat jumat

Tweet: iblis menghalanghalangi manusia beribadah masjid semangat djarot",Ahok-Djarot,"[0.05, 0.1, 0.85]"
325,dilarang pilih cagub nonmuslim habib pilih djarot,Ahok-Djarot,"[0.05, 0.15, 0.8]"
NA,"aneh dan aneh umat usir

Tweet: bagi-bagi sembako gratis tim melanggar pasal 73 ayat 1 uu no10 2016

Tweet: mui sesalkan pemberian gelar sunan ahok",Ahok-Djarot,"[0.05, 0.1, 0.85]"
NA,"lihat kalah menang

Tweet: pengamat polisi terkesan berpihak ahok",Ahok-Djarot,"[0.05, 0.15, 0.8]"
331,kubu badja sindir anies spanduk jakarta bersyariah djarot,Ahok-Djarot,"[0.1, 0.2, 0.7]"
332,virallbocah injak2 baju kotak2 kecewa,Ahok-Djarot,"[0.05, 0.1, 0.85]"
333,turun pangkat jakarta tidak butuh penista agama iya,Ahok-Djarot,"[0.05, 0.1, 0.85]"
334,mulut jorok pertanda suara anies kuat,Anies-Sandi,"[0.75, 0.2, 0.05]"
NA,"pkb dukung putaran ke2 maka siapsiap ditinggalkan pemilih umat islam pemilu 2019

Tweet: ahokdjarot gunakan apbd alat kampanye putaran",Ahok-Djarot,"[0.05, 0.1, 0.85]"
337,sedihnya indonesia sebatas jakarta bhinneka sebatas ahok,Ahok-Djarot,"[0.05, 0.15, 0.8]"
338,djarot menangis pimpin cek,Ahok-Djarot,"[0.1, 0.6, 0.3]"
339,sangat kehilangan ahok,Ahok-Djarot,"[0.85, 0.1, 0.05]"
341,kafirrrrrr dan menista iqra iqra iqra,Ahok-Djarot,"[0.0, 0.0, 1.0]"
342,lihat raut wajah djarot bikin miris sabar kuatkan,Ahok-Djarot,"[0.1, 0.6, 0.3]"
344,orang-orang tidak diriikut pakai sarana tapi hina gubernurnya,Ahok-Djarot,"[0.0, 0.1, 0.9]"
349,tangis sedih djarot dipimpin balai kota cek,Ahok-Djarot,"[0.0, 0.1, 0.9]"
350,mulia buruh sidoarjo buruh demo dan bakar2 karangan bunga pemberian masyarakat,Ahok-Djarot,"[0.0, 0.1, 0.9]"
351,habiburokhman sindir via,Ahok-Djarot,"[0.0, 0.1, 0.9]"
352,buahahahhaha memang merayakan bisa tidak pendukungmu merayakan bayar,Anies-Sandi,"[0.0, 0.1, 0.9]"
353,saksi ahokdjarot tolak tandatangani rekapitulasi suara pilkada,Ahok-Djarot,"[0.0, 0.1, 0.9]"
355,deddy corbuzier sindir karangan bunga ahok,Ahok-Djarot,"[0.0, 0.1, 0.9]"
357,takjub besarnya cinta dki geli kalimatkalimat dalam,Ahok-Djarot,"[0.0, 0.1, 0.9]"
359,salah faktor kekalahan kompak dalam memukul isu agama,Ahok-Djarot,"[0.0, 0.1, 0.9]"
360,menang kerja jangan menuntut belum belum maunya,Anies-Sandi,"[0.1, 0.6, 0.3]"
363,stres dipikiran duit itung 4000 bunga rp 200000 sudah dananya tapi cinta melebihi materi,Ahok-Djarot,"[0.8, 0.15, 0.05]"
364,sarankan dpr bikin pansus karangan bunga atau undang lsm bentuk tim pencari fakta karangan bunga gila,Ahok-Djarot,"[0.1, 0.2, 0.7]"
365,karangan bunga sindir ahok djarot dirusak,Ahok-Djarot,"[0.1, 0.2, 0.7]"
366,sebentar komen nih mas settingan pencitraan disuruh ahok hahaha,Ahok-Djarot,"[0.05, 0.15, 0.8]"
367,gembira bunga-bunga kagak bahas-bahas as tapi benci fokus perhatian,Ahok-Djarot,"[0.3, 0.4, 0.3]"
368,pendukung menang stres melihat kembang ahokdjarot hati rakyat tidak bisa dibohongi menanglah menang,Ahok-Djarot,"[0.85, 0.1, 0.05]"
