id,text,aspect_category,sentiment_prob
76,astaga ini pendukung ahy tidak terima sekali dengan hasil surveyharusnya jadi tolak acuan untuk lebih semangat,Agus-Sylvi,"[0.05, 0.2, 0.75]"
77,sahsah aja justru itu menjadi tolak ukur kedewasaan warga dki kalo ahy menang artinya pola pikir warga masih primitif,Agus-Sylvi,"[0.05, 0.05, 0.9]"
78,suara warga cuma dihargai sembako tolak ahy sudah melakukan penyuapan kepada warga,Agus-Sylvi,"[0.0, 0.0, 1.0]"
79,sejak ahy tidak ikut pilkada lagi sudah tidak asyik ya,Agus-Sylvi,"[0.7, 0.2, 0.1]"
80,tinggal seleksi tendemnya di pilkada dki ahy kalah karena tendemnya salah pilih malah mengurangi kualitas ahy,Agus-Sylvi,"[0.05, 0.1, 0.85]"
81,ternyata segelintir pendukung ahy merasa ditikung di saat terakhir karena adanya tweet dari akun resmi parpol pendukung aniessandi,Agus-Sylvi,"[0.1, 0.2, 0.7]"
81,ternyata segelintir pendukung ahy merasa ditikung di saat terakhir karena adanya tweet dari akun resmi parpol pendukung aniessandi,Anies-Sandi,"[0.1, 0.8, 0.1]"
82,ahy menanggung akibat cuitan ayahnya yang tak produktif,Agus-Sylvi,"[0.05, 0.05, 0.9]"
84,sebenarnya reaksi pendukung ahy ini tak perlu bersikap baper seperti itu karena tak ada yang mau jadi pecundang di ajang pilkada,Agus-Sylvi,"[0.1, 0.2, 0.7]"
85,dengan suara bergetar ahy minta maaf sudah kecewakan pendukungnya,Agus-Sylvi,"[0.05, 0.05, 0.9]"
86,ahy kalah di kandang begini respon para tetangga,Agus-Sylvi,"[0.05, 0.05, 0.9]"
87,lini pertahanan ahy rapuh debat efek aksi 112 efek dan antasari efek,Agus-Sylvi,"[0.05, 0.05, 0.9]"
88,gagal di pilkada dki jakarta ahy diisukan maju ke pilgub jatim,Agus-Sylvi,"[0.05, 0.05, 0.9]"
89,ahok melejit anies menanjak ahy mengapung,Ahok-Djarot,"[0.9, 0.05, 0.05]"
89,ahok melejit anies menanjak ahy mengapung,Anies-Sandi,"[0.9, 0.05, 0.05]"
89,ahok melejit anies menanjak ahy mengapung,Agus-Sylvi,"[0.15, 0.6, 0.25]"
90,berdasarkan survey sementara ahy masuk 3 besar selamat,Agus-Sylvi,"[0.9, 0.05, 0.05]"
91,meninggalkan zona aman dan nyaman demi kemajuan jakarta dengan hasil yang tak sesuai harapan ahy,Agus-Sylvi,"[0.05, 0.05, 0.9]"
92,kasihan ahy kalah walaupun sudah umroh dibantu doa 7 juta umatternyata allah itu netral tidak berpolitik,Agus-Sylvi,"[0.05, 0.05, 0.9]"
93,jual baju bekas ahy baru 3 bulan pm for info,Agus-Sylvi,"[0.05, 0.05, 0.9]"
94,ahy siap siap jadi vocalis band rock yaaaa lompat lompat mulu bang kerjaannya,Agus-Sylvi,"[0.05, 0.05, 0.9]"
95,kasian benar nasib ahy karir tinggi di tni harus tamat karena nafsu pepo selanjutnya paling cepat ikut parpol kalau tidak begitu dagang ak,Agus-Sylvi,"[0.05, 0.05, 0.9]"
96,jangan sampai sby berkata ahy kalah garagara antasari ya survey kan sudah menunjukan ahy terus merosot elektabilitasnya,Agus-Sylvi,"[0.05, 0.05, 0.9]"
97,saya bertanya kepada bapak presiden tv saya rusak apa ya kok ahy tidak naik naik hasil qc sementara gpp,Agus-Sylvi,"[0.1, 0.2, 0.7]"
98,pepo sampai saat ini kok belum menyatakan prihatin ahy jadi pecundang,Agus-Sylvi,"[0.05, 0.05, 0.9]"
99,selamat datang ahy sebagai rakyat biasa setelah mundur dari tni dan kalah di pilkada dki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
100,heeebohhhhagus sylvi kalah di tps 6 tmpat menggunakan hak pilihnya,Agus-Sylvi,"[0.05, 0.05, 0.9]"
101,yang pilih semoga tidak ikut demokrat yaa kalau benar mau dukung ahok,Agus-Sylvi,"[0.1, 0.2, 0.7]"
102,demokrat ke ahok gerindra ini tantangan karena mereka bermain politik kotor,Agus-Sylvi,"[0.05, 0.15, 0.8]"
103,mesin robot sylvi lupa dimatiin jadi masih masuk trending topik,Agus-Sylvi,"[0.05, 0.1, 0.85]"
104,buat pendukung mari rapatkan barisan ke paslon buang issu miring paslon masih mau dipimpin seorang terdakwa simulut ember,Ahok-Djarot,"[0.05, 0.05, 0.9]"
106,maksud hati caper dari ahysilvy eh malah kena protes dari mereka face with stuckout tounges rolling on the floor laughing rolling on the floor laughing,Agus-Sylvi,"[0.05, 0.1, 0.85]"
107,ahy bisa kok menang pilgub dki bisa asal ngumpulin dulu 7 bola dragon ball rolling on the floor laughing rolling on the floor laughing,Agus-Sylvi,"[0.05, 0.1, 0.85]"
108,ah sekarang kalau lihat ahy jadi inget norman kamaru apakah ahy akan jualan bubur lalu naik haji smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.05, 0.1, 0.85]"
109,ahy kemungkinan besar tersingkir persevering face persevering face hampir pasti dilanjuntukan di putaran kedua ahokdjarot vs aniessandi,Agus-Sylvi,"[0.05, 0.1, 0.85]"
110,ahy nyungsep orang bapaknya aja menyarankan coblos no 2 smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.05, 0.05, 0.9]"
112,ahy sangat cemas terhadap situasi sosial usai pilkada jakarta pilkada dki jakarta berdampak negatif bukan hanya,Agus-Sylvi,"[0.05, 0.15, 0.8]"
113,ahy kalah sisi negatif umat islam tertunda dalam menempatkan pemimpin sisi positif umat islam terhindar dari saling hujat buka aib,Agus-Sylvi,"[0.1, 0.2, 0.7]"
114,ahy ahy anda ngomong karakter anda tau yang barusan anda omongkan untuk melihat sisi negatif orang lain tongue oncoming fist,Agus-Sylvi,"[0.05, 0.1, 0.85]"
115,ahy hanya membicarakan negatif saja untuk jakarta tidak ada solusi yang tepat untuk mengatasi nol besar thumbs down,Agus-Sylvi,"[0.05, 0.05, 0.9]"
116,kicauan negatif sby diyakini pengaruhi elektabilitas ahy via,Agus-Sylvi,"[0.05, 0.1, 0.85]"
117,ya alloh tuhan yme ahy ternyata didukung senator beraura negatif,Agus-Sylvi,"[0.05, 0.1, 0.85]"
118,menemukan foto seperti ini ternyata lingkaran orang2 ahy penuh masalah semua integritas dan kwalitas yang negatif waspada waspada thumbs down,Agus-Sylvi,"[0.05, 0.05, 0.9]"
119,wah si ahy 70 sentimennya negatif wkwkwkface with stuckout tounges,Agus-Sylvi,"[0.05, 0.1, 0.85]"
120,senjata makan tuan aka karma 2 kicauan negatif sby diyakini pengaruhi elektabilitas ahy face with stuckout tounges,Agus-Sylvi,"[0.05, 0.1, 0.85]"
121,anieshilangya grimacing face grimacing face,Anies-Sandi,"[0.05, 0.15, 0.8]"
122,anies hilang ya di debat grimacing face grimacing face,Anies-Sandi,"[0.05, 0.15, 0.8]"
123,2mesti nyuruh mantan pemilih buat pilih paslon face with open mouth thumbs up ok hand folded hands thinking face smiling face with sunglasses,Ahok-Djarot,"[0.6, 0.3, 0.1]"
124,1kenape kagak dilawan ama pasangan buat pilgub jabar cuma demokrat emang hrs tegas dulu buat pilgub dki thinking face thinking face thinking face,Agus-Sylvi,"[0.1, 0.2, 0.7]"
126,ya pastilah kan tidak suka sama ahok jadi pas udah kalah otomatis dukungannya lari ke mas aniessandi grimacing face,Ahok-Djarot,"[0.05, 0.15, 0.8]"
126,ya pastilah kan tidak suka sama ahok jadi pas udah kalah otomatis dukungannya lari ke mas aniessandi grimacing face,Anies-Sandi,"[0.6, 0.3, 0.1]"
127,ahoker masih bully,Ahok-Djarot,"[0.05, 0.1, 0.85]"
128,ada ahoker masih ngebully program face with tears of joy face with tears of joy face with tears of joy,Ahok-Djarot,"[0.05, 0.1, 0.85]"
131,humorlagu kisah sedih ahy di balik lagu jatuh bangun frowning face frowning face,Agus-Sylvi,"[0.05, 0.1, 0.85]"
132,cuitan hati sbycuitan sby jokowi mantan mantan terindahpilgub dki 2017 tongue tongue,Agus-Sylvi,"[0.4, 0.5, 0.1]"
134,aku bangga jadi anak memo tongue face with stuckout tongue closed eyes face with tears of joy,Agus-Sylvi,"[0.85, 0.1, 0.05]"
136,versi video terlihat bingung bicara banjir kota apung face with stuckout tongue closed eyes di atas permukaan tanah dan air bikin bengong smiling face with open mouth closed eyes,Anies-Sandi,"[0.05, 0.15, 0.8]"
137,ahokers mendadak gak salah tuh sesuatu banget face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes,Ahok-Djarot,"[0.05, 0.15, 0.8]"
139,deklarasi ini sepihak tanpa konsultasi dan persetujuan ahy,Agus-Sylvi,"[0.05, 0.15, 0.8]"
144,ayo pendukung ahy dukung penggembosmu tongue fire fire,Agus-Sylvi,"[0.05, 0.15, 0.8]"
147,mau ke mana ahy setelah nyungsep di jakarta,Agus-Sylvi,"[0.05, 0.1, 0.85]"
148,suara rusak garagara nyanyian si aa peka ini moga sby bisa bikin dia jeblos penjara sampai pupus disana face with steam from nose,Ahok-Djarot,"[0.0, 0.05, 0.95]"
149,awas banyak mendadak baik metamorfosis dari kecebong brubah jd anjing penjilat ok hand clapping hands,Ahok-Djarot,"[0.0, 0.05, 0.95]"
150,sekarang tinggal tunggu sikap terhadap manuver agus clapping hands face with cold sweat face with cold sweat,Agus-Sylvi,"[0.1, 0.6, 0.3]"
151,doa ku semoga suaranya mas agussylvi beneran ke yakin kan mas agus aku pada mu,Agus-Sylvi,"[0.9, 0.1, 0.0]"
152,terima kasih mas karenamu anak muda telah berani menyuarakan perubahan kami tetap bersamamu,Agus-Sylvi,"[0.95, 0.05, 0.0]"
154,tersingkir dari kancah pilkada dki rupanya ada cara lain untuk mengangkat seseorang mendunia,Agus-Sylvi,"[0.8, 0.15, 0.05]"
155,dalam pilkada dki ahy juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria ahy mendunia,Agus-Sylvi,"[0.95, 0.05, 0.0]"
156,usai pilkada dki ahy keliling nusantara merajut persatuan bukan cuma jakarta,Agus-Sylvi,"[0.9, 0.1, 0.0]"
157,12 ahy justru menitipkan pentingnya menjaga pluralisme kebangsaan dan kesatuan dalam persaingan pilkada persatuan lebih penting,Agus-Sylvi,"[0.95, 0.05, 0.0]"
158,ahy memang kalah di pilkada tetapi menang di hati rakyat,Agus-Sylvi,"[0.85, 0.1, 0.05]"
159,dari pada pendukung ahok berantem terus mending kaya pendukung ahy membuat kopdar biar makin luas siapa tau jadi calon lagi,Ahok-Djarot,"[0.05, 0.15, 0.8]"
160,menurut ahy pilkada dki memberi hikmah pelajaran ujian dan tantangan yang dapat ia ambil semua itu dapat mematangkan karakternya,Agus-Sylvi,"[0.9, 0.1, 0.0]"
161,semangat terus pak ahy faktor kekalahan pada pilkada waktu kemarin itu adalah wakil pak ahy nanti maju lagi insyaalloh,Agus-Sylvi,"[0.7, 0.2, 0.1]"
162,kalau dilihat upaya demokrat mengenalkan ahy cukup berhasil di pilkada jakarta dan sekarang ahy sudah mulai blusukan ke seluruh indonesia,Agus-Sylvi,"[0.7, 0.2, 0.1]"
164,pilihan warga jkt mayoritas bukan pada ahok tapi calon selain ahok terbukti di dua putaran pilkada dki mayoritas memilih ahy dan anies,Ahok-Djarot,"[0.1, 0.2, 0.7]"
165,lewat akun instagram ahy ucapkan selamat kepada paslon pemenang pilkada dki jakarta,Agus-Sylvi,"[0.1, 0.8, 0.1]"
166,menyeberangi selat malaka aiman kompastv yang mendapat kesempatan pertama mewawancarai ahy usai pilkada dki,Agus-Sylvi,"[0.1, 0.8, 0.1]"
167,ahy sebut pilkada dki berjalan bermartabat,Agus-Sylvi,"[0.1, 0.8, 0.1]"
168,salam kagum buat ahy masih muda berani pensiun dini berani menantang ahok di pilkada disaat semua pada takut termasuk,Agus-Sylvi,"[0.9, 0.1, 0.0]"
169,pilkada dki berdoa ahy menang mudahmudahan anies sandi yang menang,Agus-Sylvi,"[0.7, 0.2, 0.1]"
170,soal mental kalah pilkada indonesia harus berguru pada sosok ahy,Agus-Sylvi,"[0.9, 0.1, 0.0]"
171,lsi telah membuktikan kejujuran surveynya pada pilkada dki tahap1 ahokdjarot disurvey langsung kalah dan ahy menang 1 putaran,Ahok-Djarot,"[0.1, 0.2, 0.7]"
172,sehabis pilkadapileg dan pilpres saya harap ahy menjadi ketua dpr,Agus-Sylvi,"[0.7, 0.2, 0.1]"
173,sebentar lagi kita lupakan kegilaan pilkada dki mari berlari bersama ahy kita mulai dari kepri 23 april,Agus-Sylvi,"[0.7, 0.2, 0.1]"
174,saya bilang pasti menang karena bentuk keyakinan akan keberhasilan goal goal lain dari improvisasi politik pak sby pak ahydi pilkada dki,Agus-Sylvi,"[0.9, 0.1, 0.0]"
175,semoga anies menang pilkada dan ahy jadi presiden indonesia 2019 aamiin yra klop dah,Anies-Sandi,"[0.7, 0.2, 0.1]"
176,setelah pilkada dki ahy jadi sangat diperhitungkan diharapkan dia bisa menjadi pemimpin ri selanjutnya,Agus-Sylvi,"[0.9, 0.1, 0.0]"
177,saya pikir target ahy dalam pilkada kemarin adalah untuk membangun sentimen positif,Agus-Sylvi,"[0.1, 0.8, 0.1]"
178,jadi tolong hargai sikap saya dan beberapa pendukung ahy yang memilih bersikap netral di putaran kedua pilkada dki 2017 ini,Agus-Sylvi,"[0.1, 0.8, 0.1]"
179,pilkada rasa pilkades kata mas tidak ada ahy tidak rame,Agus-Sylvi,"[0.7, 0.2, 0.1]"
180,di pilkada putaran pertama kemarin saya membuat kaos ahy sendiri untuk dibagibagikan dilingkungan saya utan kayu jaktim,Agus-Sylvi,"[0.9, 0.1, 0.0]"
181,tetap semangat dukung ahysylvi sampai pilkada terlaksana yakin dan tentukan pilihan anda kepada yang pro rakyat,Agus-Sylvi,"[0.9, 0.1, 0.0]"
182,salah satu cara ahysilvy menang pilkada itu mudah ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan dijamin pada segan,Agus-Sylvi,"[0.1, 0.6, 0.3]"
183,maju terus ahysilvy dan aniessandi bersatu bersama menangkan pilkada dki,Agus-Sylvi,"[0.9, 0.1, 0.0]"
183,maju terus ahysilvy dan aniessandi bersatu bersama menangkan pilkada dki,Anies-Sandi,"[0.9, 0.1, 0.0]"
184,kita tunggu kualitas jiwa anies sandiapa ucapan atas peran suara loyalis ahysilvy dalam kemenangan pilkada ini,Anies-Sandi,"[0.1, 0.8, 0.1]"
184,kita tunggu kualitas jiwa anies sandiapa ucapan atas peran suara loyalis ahysilvy dalam kemenangan pilkada ini,Agus-Sylvi,"[0.1, 0.8, 0.1]"
185,terimakasih ahysilvy tanpa kalian jakarta tidak akan mempunyai gubernur baru,Agus-Sylvi,"[0.0, 0.1, 0.9]"
188,jangan lupa pilih paslon no 1,Agus-Sylvi,"[0.95, 0.05, 0.0]"
189,sinyal positif agussylvi merapat ke aniessandi,Agus-Sylvi,"[0.8, 0.2, 0.0]"
189,sinyal positif agussylvi merapat ke aniessandi,Anies-Sandi,"[0.8, 0.2, 0.0]"
193,salut mpok silvy dengan mengakui kemenangan paslon lain,Agus-Sylvi,"[0.9, 0.1, 0.0]"
195,youtubebxrzd69u61a tenang bening dan tulus mas agus mungkin di masa yg akan datang yaa mas,Agus-Sylvi,"[0.9, 0.1, 0.0]"
199,rakernas partai demokrat bersama ahy,Agus-Sylvi,"[0.1, 0.8, 0.1]"
202,ada apa dengan knp disetiap acara nya massa membludakkrn rakyat melihat harapan utk ahy memimpin negara ini dimasa yg dtg,Agus-Sylvi,"[0.9, 0.1, 0.0]"
206,mestinya ya begitu ya gus negarawan,Agus-Sylvi,"[0.85, 0.15, 0.0]"
207,demokrat dengan cinta untuk nkri dan berbakti,Agus-Sylvi,"[0.8, 0.2, 0.0]"
208,jagoan kalah duluan klu gitu dong jagoannya bukan ahok,Ahok-Djarot,"[0.0, 0.1, 0.9]"
214,langkah kuda agus yudhoyono,Agus-Sylvi,"[0.1, 0.8, 0.1]"
219,hinggahy akhir,Agus-Sylvi,"[0.3, 0.6, 0.1]"
225,mas agus kasih kuliah umum nih,Agus-Sylvi,"[0.1, 0.8, 0.1]"
234,suara pemilih pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini selamat jakarta punya gubernur baru,Anies-Sandi,"[0.8, 0.1, 0.1]"
235,olahraga dulu ahy datang ke tps siang hari,Agus-Sylvi,"[0.1, 0.8, 0.1]"
236,ahy bergaya sporty ke tps,Agus-Sylvi,"[0.7, 0.2, 0.1]"
237,saat putaran pertama kita melihat bgm menunjukkan kelasnya sbg pemimpin yg berbesar hati,Ahok-Djarot,"[0.8, 0.1, 0.1]"
241,semoga pemilih di putaran 1 di kebon kacang dan kp bali beralih ke aniessandi,Anies-Sandi,"[0.9, 0.1, 0.0]"
244,bu sylvi adalah contoh keberanian betawi utk dalam bersikap ngga ngambang atau banci contoh perempuan betawi tulen,Agus-Sylvi,"[0.95, 0.05, 0.0]"
245,saya putaran pertama dukung ibu dan mas agus yah lebih baik kalah dengan terhormat daripada menang karena curang,Agus-Sylvi,"[0.8, 0.2, 0.0]"
252,ahy r1 2019 boleh kalah di pilgub,Agus-Sylvi,"[0.1, 0.8, 0.1]"
253,walaupun kau kalahkami tetap bangga sekali padamu jalanmu masih panjangkesuksesan yang lebih baik menantimu disaat yang tepat,Agus-Sylvi,"[0.95, 0.05, 0.0]"
254,aku pribadi kagum atas pribadi mu yes atas sikapmu,Agus-Sylvi,"[0.95, 0.05, 0.0]"
256,waktu itu ah sudahlah frowning face no 1 thumbs up thumbs up thumbs up,Agus-Sylvi,"[0.7, 0.2, 0.1]"
257,aku dari dulu agus harimurti yudhoyono lovers dari dulu annisa larasati pohan lovers bukan mendadak,Agus-Sylvi,"[0.98, 0.02, 0.0]"
267,walaupun aku pendukung anies sandi ok hand tapi bangga dengan jiwa besar ahy silvy masih ada 2019 prabowo ahy folded hands folded hands,Anies-Sandi,"[0.8, 0.2, 0.0]"
268,ahy sylvi selalu menang dalam hati kami pendukungnya dengan adanya ahysylvi membuat panik dan ketar ketir luar biasa di kubu sana folded hands folded hands,Agus-Sylvi,"[0.95, 0.05, 0.0]"
269,kemenangan anis sandi ok hand adalah kemenangan ahy silvy dan kaum pribumi hugging face hugging face,Anies-Sandi,"[0.9, 0.1, 0.0]"
270,masih banyak yang bisa diperbuat ahy silvy untuk kemaslahatan bangsa ini,Agus-Sylvi,"[0.9, 0.1, 0.0]"
272,heboh pentolan band coldplay asal inggris chris martin memberikan dukungan pada pasangan agussylvi di pilkada jakarta 2017,Agus-Sylvi,"[0.95, 0.05, 0.0]"
278,heboh ahy muncul dengan penampilan baru,Agus-Sylvi,"[0.1, 0.8, 0.1]"
279,gunawan dan freely anggota dprd talaud ini mau pasang spanduk ahy di perbtasan indonesiafilipina lanjutkan,Agus-Sylvi,"[0.9, 0.1, 0.0]"
280,a h y untuk semua,Agus-Sylvi,"[0.9, 0.1, 0.0]"
289,siapapun pemenang nya ahy tetap no 1 dan selalu dihati smiling face with open mouth closed eyes smiling face with open mouth smiling eyes smiling face with smiling eyes face savouring delicious food kissing face with closed eyes face blowing a kiss smiling face with hearteyes,Agus-Sylvi,"[0.95, 0.05, 0.0]"
300,bukan kah sdh menunjukkan jiwa besar dalam hasil pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,Agus-Sylvi,"[0.85, 0.15, 0.0]"
301,catat warga dki bakal segera merasa kehilangan ahok,Ahok-Djarot,"[0.85, 0.1, 0.05]"
303,hari ini kalah di besok kalah dipengadilan,Ahok-Djarot,"[0.05, 0.15, 0.8]"
304,sedih kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya,Ahok-Djarot,"[0.9, 0.05, 0.05]"
305,ahok kalah telak diseluruh tps yang berada di wilayah fpi,Ahok-Djarot,"[0.05, 0.15, 0.8]"
306,ahok menang tipis di tps tempat habib rizieq mencoblos,Ahok-Djarot,"[0.8, 0.15, 0.05]"
308,hasil tps rt 011010 rw 002 di kelurahan pela mampang saya sedih lihatnya,Ahok-Djarot,"[0.75, 0.2, 0.05]"
310,tidak akan diberi petunjuk orangorang zalim tetap haram pemimpin kafir,Ahok-Djarot,"[0.05, 0.05, 0.9]"
312,syukur lembar c6 sudah di tangan tidak sabar mau colok matanya ahok,Ahok-Djarot,"[0.0, 0.05, 0.95]"
313,penista agama,Ahok-Djarot,"[0.0, 0.05, 0.95]"
315,ahokers tukang plintirlihat nehh,Ahok-Djarot,"[0.05, 0.1, 0.85]"
317,tidak rumit membedakan antara yang hitam dan putih dalam sangat jelas siapa yang paling doyan gaduh,Ahok-Djarot,"[0.05, 0.15, 0.8]"
318,harus dan pasti gubernur baru yang lama udah bosan,Ahok-Djarot,"[0.05, 0.1, 0.85]"
320,kalau ahok lawannya djarot aku mungkin pilih djarot karena memang ahok perlu belajar lebih baik mengenai humas dan diplomasi,Ahok-Djarot,"[0.1, 0.2, 0.7]"
321,ini hoaks ingat muktamar nu sudah wajibkan nahdliyin pilih pemimpin muslim,Ahok-Djarot,"[0.0, 0.1, 0.9]"
NA,"jangan biarkan ini terjadi

Tweet: beberkan kronologi pengusiran dirinya setelah sholat jumat

Tweet: hanya iblis yang ingin menghalanghalangi manusia yang mau beribadah di masjid tetap semangat ya pak djarot",Ahok-Djarot,"[0.9, 0.1, 0.0]"
325,dilarang pilih cagub nonmuslim habib pilih djarot,Ahok-Djarot,"[0.1, 0.2, 0.7]"
