id,text,aspect_category,sentiment_prob
223,penasaran walau udah bukan mahasiswa soalnya gak kebagian icip si kampus merdeka ini,Umum,"[0.4, 0.4, 0.2]"
218,one of yg gw gasuka di program kampus merdeka yaitu program wirausaha merdeka yg kek,Umum,"[0.1, 0.2, 0.7]"
162,kampus merdeka untung sama untung mahasiswanya ya oke2 dan seneng aja di tengah pandemi muncul tuh program jd mayanlah kedapetan enak,Umum,"[0.8, 0.15, 0.05]"
41,buat mahasiswa yang bela nadiem karena katanya oh itu program kampus merdeka bagus termasuk temen gw yang kaya asu makan ni anjinggg lu liat kacaunya bangsatttt bangsat,Kebijakan Menteri,"[0.05, 0.05, 0.9]"
216,oh ini mah yang kampus merdeka menurut gw sih ini cuma stop gap solution aja akar masalahnya emang pendidikan lanjut diploma dan sarjana di indonesia itu ngga cocok dengan kebutuhan industrinya dan ini yg ngga diurus,Umum,"[0.1, 0.2, 0.7]"
16,aku gak mau ah ngejelekin menteri pendidikan kemarin soalnya aku dpt benefit dari kampus mengajar magang merdeka dan ppg prajabatan dibiayain negara,Kebijakan Menteri,"[0.8, 0.1, 0.1]"
195,lumayan tinggi sampe nyisir anggaran juga basically stafsusnya nadiem harusnya tim tech ini cukup jadi enabler aja oke untuk bikin platform kampus merdeka tapi ini sampe rombak struktur internal dan yg makin speechless itu output mereka cuma platform,Anggaran,"[0.1, 0.2, 0.7]"
86,ibu gua suka cerita kampus merdeka seringkali jadi ajang pemutihan nilai mahasiswa,Umum,"[0.1, 0.2, 0.7]"
75,gw lah hater kurikulum kampus merdeka tsb,Umum,"[0.05, 0.05, 0.9]"
294,yg perlu dipertahankan kampus merdeka iisma bolehlah tapi kuota ditekan sempurnakan juga progran iisma dalam negeri sangat bermanfaat buat kawan kawan dari kampus secondthird tierdaerah nun jauh disana utk merasakan atmosfer kampus top 10 indo dan tentunya msib,Umum,"[0.8, 0.1, 0.1]"
107,jujur ni org banyak terobosannya terutama kampus merdeka yg versi l kuliah y tapi kurang ajarnya kapitalis dan ketidakselarasan antara kementrian yg satu dengan yg lainnya menyebabkan perusahaan bs seenak udel nyari pegawai upah murah beban kerja selangit alias anak magang,Umum,"[0.2, 0.2, 0.6]"
8,program kampus merdeka tu bagus banget sebenernya buat mahasiswa 1 orang yang di kampus ruko bisa ikut pmm jadi ngerasain kuliah di kampus beneran 2 program magang merdeka ngasah skill yang gak diajarin di dalem kelas,Umum,"[0.9, 0.05, 0.05]"
184,klo untuk program dikti nya so far ok ok aja sihh gw sangat mengapresiasi kampus merdeka,Umum,"[0.8, 0.1, 0.1]"
209,wkwkwk kampus merdeka tai anjing,Umum,"[0.05, 0.05, 0.9]"
220,pak nadiem ga duluu kl ngeliat yg udahudah pendidikan indonesia acak adul untuk kuliah bagus make sistem merdeka karena nge bantu buat magang pertukaran mahasiswa yg dibantu kampus,Kebijakan Menteri,"[0.7, 0.2, 0.1]"
84,i agree on kampus merdeka cz uni students udah bisa decide what how or where they wanna learn freely,Umum,"[0.9, 0.05, 0.05]"
163,kampus merdeka yang gak merdeka2 amat,Umum,"[0.2, 0.3, 0.5]"
131,kampus merdeka gak tau lah adek gue diphp program magang yg gak jelas itu dan hampir gak bisa ambil semester baru so nggak bgt lah kayanya,Umum,"[0.1, 0.2, 0.7]"
31,beberapa program kampus merdeka emang bagus aku anak msib dulu tapi sayangnya program itu membuat banyak perusahaan ga mau rekrut karyawan tetap dan cuma ngandelin anak magang contohnya tempat sy magang dulu,Umum,"[0.3, 0.2, 0.5]"
51,di era nadiem juga ada yg bagus kok kampus merdeka merdeka belajarr,Kebijakan Menteri,"[0.8, 0.1, 0.1]"
232,ppdb zonasi is not a breakthrough dan kampus merdeka jg gk sebagus itu coyy,Umum,"[0.1, 0.2, 0.7]"
46,cerita dikit kampus gue tuh gabisa ikut kampus merdeka karena di bawah naungan kemenperin tt terus gue denger cerita beberapa temen gue yg ikut magang disana dan mikir kl somehow internship di pt is way better than those companies 3,Umum,"[0.2, 0.3, 0.5]"
215,not gonna lie ive been lucky enough to experience good things from kampus merdeka tp beneran gemes sama perusahaan yg buka loker keterangannya urgently needed for internship trs tau2 membebankan kerjaan berat ke anak magang jyakhh,Umum,"[0.3, 0.2, 0.5]"
229,pfftt bagus kalo semua pelaku dan lembaga pendidikan dah siap dari segalanya itu kampus merdeka bikin pusing tenaga pendidik bobot konversi dll gada batasan jadi mhsswa seenaknya ambil matkul gk sesuai porsinya ngaruh ke standar kompetensi zonasi teknisnya aja jelek bgt,Umum,"[0.05, 0.15, 0.8]"
6,program dia bagus yg kampus merdeka,Umum,"[0.8, 0.15, 0.05]"
6,program dia bagus yg kampus merdeka,Umum,"[0.8, 0.15, 0.05]"
148,kampus merdeka menurut aku bagus kok walaupun dulu bisanya cuma per fakultas tapi aku jadi punya pengalaman belajar mata kuliah bahasa korea seharihari selama 1 semester dan seru banget,Umum,"[0.85, 0.1, 0.05]"
245,sedikit banyak kebantu sama kampus merdeka kuliah kebijakan publik lulus kuliah jadi product manager tech hehe,Umum,"[0.75, 0.2, 0.05]"
6,program dia bagus yg kampus merdeka,Umum,"[0.8, 0.15, 0.05]"
44,bukan dibayar murah lagi kalo ikut kampus merdeka perusahaan bahkan ga harus keluar uang karena upah anak magang langsung dari negara mereka beneran dapet tenaga kerja cuma2,Umum,"[0.2, 0.4, 0.4]"
36,benerr kalo dari yg kulihat emang kampus merdeka works well di univ buat yg univ programnya emang bagus,Umum,"[0.8, 0.15, 0.05]"
19,and kampus merdeka is hurting full time employees more and the way college students think bukannya sibuk mikirin akademis dan ilmunya malah pada lomba2 siapa yg bisa internship paling cepet dan ninggalin akademiknya,Umum,"[0.1, 0.2, 0.7]"
69,gonna support this argument aku juga percaya tpks zonasi dan kampus merdeka adalah program bagus untuk diteruskan ini tu pendidikan kita udah mulai berjalan ke arah equality amp quality education lho pendidikan ga selamanya tentang menang kalah tapi berkeadilan,Umum,"[0.85, 0.1, 0.05]"
17,aku gatau di jurusan lain gimana tapi dari tahun awal kemunculannya kampus merdeka tuh sedikit banyak jadi polemik apalagi bagi anak gerakan atau advo soalnya mahasiswa jadi lari ke situ semua kekhawatirannya gini juga sih karena kesannya kek its all about industry,Umum,"[0.2, 0.3, 0.5]"
136,kampus merdeka is shitty ketika tmn lo yg magang ketinggalan materi satu semester tp gamau ngejar trs apesnya sekelompok sama lo di smt berikutnya endingnya plonga plongo trs apply magang merdeka lg dah gausa kuliah magang trs aja sonooooo manusia gila maganggggg,Umum,"[0.05, 0.15, 0.8]"
56,eh iya napa tiba2 jdi pada dukung kampus merdeka dah bukannya ni mahasiswa pada disuruh kerja rodi dan tidak dibayarbayar minim,Umum,"[0.1, 0.2, 0.7]"
73,gw akui kampus merdeka amat sangat menyelamatkan gw dimasa krisis,Umum,"[0.85, 0.1, 0.05]"
201,menurutku okenya di kampus merdeka doang,Umum,"[0.75, 0.2, 0.05]"
260,tapi program kampus merdeka bagi gue bermanfaat banget bisa lebih paham roadmap skill yg dibutuhin diindustri dan bisa fokus mempelajari bidang yg kita inginkan kalo dari kampus doang asli kureng banget dan belajar nya terlalu general,Umum,"[0.8, 0.15, 0.05]"
101,iya tapi menurutku kemdikbudristekdikti juga harusnya punya regulasi yang lebih jelas dan tegas setauku pemerintah ada bayar sejumlah uang ke perusahaan yang mau dijadiin tempat magang kampus merdeka ya perusahaan pasti maumau aja dong,Umum,"[0.2, 0.4, 0.4]"
135,kampus merdeka is fine,Umum,"[0.6, 0.3, 0.1]"
233,prespektif sebagai alumi kampus merdeka batch 2 amp 3 yg menurutku bagus soalnya bisa ikut bootcamp mehong sama cari magang gampang tbh gw jauh lebih enjoy mbkm daripada ikut kelas kampus yg materi nya outdated terkhusus it walau di kampus merdeka masih ada sisi fucked up nya,Umum,"[0.7, 0.2, 0.1]"
161,kampus merdeka tuh beneran sebenernya program yang oke banget sih emang despite the whole convo behind it lebih banyakan bagusnya drpd bobroknya,Umum,"[0.8, 0.15, 0.05]"
152,kampus merdeka oke oke aja asal regulasinya lancar kemarin timeline mundur mundur mulu temenku juga pada ga on time dpt duitnya lol ppdb zonasi angkatan pertama nih bosss tahun 2018 fcked up hehe belum jelas tapi udah dijalankan banyak menimbulkan kekecewaan,Umum,"[0.05, 0.15, 0.8]"
132,kampus merdeka is a lifechanger,Umum,"[0.9, 0.05, 0.05]"
137,kampus merdeka isnt that great either if i speak gw bakal diserang its a good program but iykyk,Umum,"[0.2, 0.3, 0.5]"
289,yeah kampus merdeka ada bagusnya sih ngeliat mantanku dulu sebagai anak sastra cina tiba bisa belajar ilmu it berkat kampus merdeka,Umum,"[0.8, 0.15, 0.05]"
144,kampus merdeka juga malah bikin mahasiswa kejajah sm sistem yg dibuat nadiem fuck u nadiem makarim,Umum,"[0.05, 0.1, 0.85]"
118,kalo kampus merdeka kaya msibmbkm menurutku malah ngebantu banget kok mungkin dulunya yg susah nyari magang kalopun dapet ya banyakan unpaid dan schedule magang yg gajelas i mean gada kerjaan tapi aku kalo liat temenku kebanyakan mereka yg mbkm itu udah kerja,Umum,"[0.85, 0.1, 0.05]"
72,gue setuju yg kampus merdeka si krn program itu gue bisa cepet lulus krn ada pilihan rekognisi kkn dan matkul ke internship,Umum,"[0.9, 0.05, 0.05]"
109,jujurly kampus merdeka emg bagus sih ngasi banyak kesempatan buat mahasiswa,Umum,"[0.95, 0.03, 0.02]"
33,belum lagi program kampus merdeka bikin banyak perusahaan ngadalin permen ketenagakerjaan yang jumlah karyawan magangnya ngelebihin 20 credit apanya,Umum,"[0.1, 0.2, 0.7]"
134,kampus merdeka is fine,Umum,"[0.3, 0.6, 0.1]"
235,satgas tpks dan kampus merdeka walaupun masih banyak minus di mitra dan teknis ini okelah,Umum,"[0.7, 0.2, 0.1]"
45,but whatever thanks for kampus merdeka walaupun masih lumayan banyak koreksi setiap program,Umum,"[0.6, 0.3, 0.1]"
26,bahkan buat ikut intern aja sekarang ada aja yg harus punya pengalaman belum lagi perusahaan yg kerjasama sama kampus merdeka mulai keliatan bobroknya aji munpung sama peserta jadinya dikasih kerjaan yg seharusnya bukan tupoksi intern,Umum,"[0.1, 0.2, 0.7]"
143,kampus merdeka juga jadi salah satu faktor kenapa persyaratan loker ga ngotak,Umum,"[0.1, 0.2, 0.7]"
58,engga si ka kampus merdeka di convert ke mata kuliah kisaran semester 5 ke atas dimana kebanyakan semester segitu matkulnya wajib di ambil terus banyak jadi buruh tanpa bayaran,Umum,"[0.1, 0.2, 0.7]"
94,ini bener banget kampus merdeka program yang cocok banget buat mahasiswa,Umum,"[0.9, 0.05, 0.05]"
146,kampus merdeka mahasiswa fokus bangun karir instead of menempuh pendidikan dan membangun soft skill lewat organisasi kampus,Umum,"[0.2, 0.3, 0.5]"
129,program dia bagus yg kampus merdeka,Umum,"[0.85, 0.1, 0.05]"
3,program blio yg bagus tuh merdeka belajar kampus merdeka program keren yang harus tetep dilanjutkan,Umum,"[0.9, 0.05, 0.05]"
178,kebanyakan yg bela beliau tuh krn kampus merdeka doang sih kak,Umum,"[0.6, 0.3, 0.1]"
253,setuju kampus merdeka oke banget,Umum,"[0.9, 0.05, 0.05]"
185,klo yang program kampus merdeka oke lah meski gajinya telat cair buat yg magang lol,Umum,"[0.6, 0.2, 0.2]"
48,cumann kampus merdeka yang oke,Umum,"[0.85, 0.1, 0.05]"
124,kampus merdeka anak iisma isinya ya orkay yang magang malah kayak budak,Umum,"[0.1, 0.2, 0.7]"
171,kan lu gatau kondisi di lapangan gimana tau enaknya ajagimana ga transparannya program kampus merdeka iisma dsb nya,Umum,"[0.1, 0.2, 0.7]"
153,kampus merdeka oke sih,Umum,"[0.8, 0.15, 0.05]"
153,kampus merdeka oke sih,Umum,"[0.8, 0.15, 0.05]"
228,perspektif saya dari industri yang banyak ngasih posisi magang untuk program kampus merdeka sih output nya bagus untuk anaknya belum pernah dapat feedback negatif gap skill antara lulusan s1 tech dan yang diperlukan industri it itu lumayan besar jadi program magang industri,Umum,"[0.8, 0.15, 0.05]"
122,kampus merdeka ah sudahlah udh banyak pemberitaan keluhan dan polemik ttg ini kita tau mbkm ini lbh banyak ngerusaknya,Umum,"[0.05, 0.15, 0.8]"
113,kalau di perkuliahan dampaknya banyak positif sih ada program kampus merdeka yg ngasih mahasiswa opsi lebih banyak buat mendalami jurusannya lebih dalam dan sesuai industrinya,Umum,"[0.85, 0.1, 0.05]"
105,jdi gak monoton belajarnya sekarang kuliah pun kurikulumnya rasanya emang bagus apalagi program kampus merdeka jdi lebih banyak pilihan buat eksplor sesuai minat,Umum,"[0.85, 0.1, 0.05]"
226,perlu banyak banget yg mesti dibenahi di situ so does kampus merdeka,Umum,"[0.1, 0.2, 0.7]"
282,untuk anak kuliah it was okay tbh kampus merdeka lumayan ngebantu untuk orang2 mau magang atau exchange,Umum,"[0.7, 0.2, 0.1]"
238,sblm ada kampus merdeka sulit bgt dpt magang dgn uang saku manusiawi dan layak,Umum,"[0.7, 0.2, 0.1]"
11,agree kampus merdeka adalah salah satu hal yg bikin aku sangat berterima kasih kpd beliau,Umum,"[0.9, 0.05, 0.05]"
128,kampus merdeka dan modul nusantara itu big failure,Umum,"[0.05, 0.15, 0.8]"
149,kampus merdeka menurutku justru ngematiin peluang kerja orang orang bisa aja terima anak anak kampus merdeka ini jadi gak perlu hire karyawan cukup anak magang sj,Umum,"[0.1, 0.2, 0.7]"
52,di perkuliahan ada program merdeka belajar kampus merdeka itu program dari nadim makarim bagus bagus agak kesel kalo banyak yg benci belio grgr nih program gagal padahal nih program briliant bgt imo,Umum,"[0.7, 0.2, 0.1]"
290,yg bagus cuma kampus merdeka doang buat mahasiswa jd bisa ngerasain kuliah diluar kampus selama setahun,Umum,"[0.85, 0.1, 0.05]"
123,kampus merdeka akwwkwkwkk,Umum,"[0.33, 0.33, 0.34]"
166,kampus sama magang merdeka menurutku lumayan,Umum,"[0.7, 0.2, 0.1]"
258,sorry to say tapi kampus merdeka itu cuma sekedar oase yang dia buat di tanah tandus bayangin aja lu sama negara dibuat susah dalam hal lapangan kerja ya kesempatan sekecil apapun yg mereka kasih bakal terasa berharga lagian oase kalo di tanah subur ga bikin dia jadi spesial,Umum,"[0.1, 0.2, 0.7]"
157,kampus merdeka sebenernya oke bgt loh,Umum,"[0.8, 0.1, 0.1]"
141,kampus merdeka juga banyak ngehenya tetep elek,Umum,"[0.1, 0.2, 0.7]"
293,yg oke cuma kampus merdeka doang,Umum,"[0.8, 0.1, 0.1]"
133,kampus merdeka is a thing tp program yg lain perlu dikaji ulang,Umum,"[0.5, 0.3, 0.2]"
67,gini deh emang gw sampel yang sangat kecilll sekali tapi gw sangat merasakan dampak kampus merdeka di perusahaan untuk pertama kalinya orang2 yang masuk ke tempat gw ga pake training lgsg siap pakai alasannya mereka ud magang duluan padahal dari ptn nun jauh di sana,Umum,"[0.8, 0.15, 0.05]"
249,semua tergantung prespektif buat anak kuliahan kebijakan dia untuk anak kuliahan sangat bagus kampus merdeka walaupun masih banyak minusnya tapi itu suatu kemewahan bisa dapet pengalaman diluar kampus selama 1 tahun penuh,Umum,"[0.7, 0.2, 0.1]"
193,lu yang bilang nadiem ga guna berarti lu tolol gak pernah baca berita fu gua lulusan kampus merdeka bangkit by google goto dan traveloka machine learning dan itu semua program dari nadiem dan sekarang gua bisa kerja di perusahaan gede juga karena programnya lu aja yg haters,Kebijakan Menteri,"[0.8, 0.1, 0.1]"
130,kampus merdeka emang membuka wawasan mahasiswa terhadap potensi2 karir tapi mahasiswa jadi kehilangan gregetnya untuk peduli pada isu2 besar nasional lebih pilih cari side job atau sibuk intern daripada belajar berorganisasi yg sebenernya berguna juga ketika nantinya bekerja,Umum,"[0.2, 0.4, 0.4]"
154,kampus merdeka oke sisanya meh,Umum,"[0.7, 0.2, 0.1]"
274,tentu ada manfaat dari kampus merdeka tapi saat ini secara kolektif lebih banyak mudaratnya faktor utamanya mungkin perubahan drastis yang tidak disertai kesiapan,Umum,"[0.2, 0.3, 0.5]"
208,nadiem juga tidak pernah kalau pernah tolong infonya datang ke kampus pelosok untuk berdiskusi soal kurikulum merdeka,Kebijakan Menteri,"[0.2, 0.4, 0.4]"
50,definisi merdekanya kurang rigid ini tentu bagus bagi kampus yang sudah siap tapi persentasenya mungkin 10 dari total kampus yg ada pun kampus2 ini mungkin sudah bisa dan biasa menerapkan kurikulum merdeka sebelum ada arahan,Umum,"[0.3, 0.4, 0.3]"
224,penerapan zonasi dan kampus merdeka aslinya kacau di daerah yang jauh dari ibu kota pernah ketemu anak magang di kantor kua yang cuma duduk sebagai resepsionis sudah itu saja kerjanya ada juga yang jadi kasir di toko kasir bukan akuntan,Umum,"[0.1, 0.2, 0.7]"
173,kampus merdeka super lelet,Umum,"[0.1, 0.2, 0.7]"
296,zonasi amp kampus merdeka wkwkwkwkwk,Umum,"[0.3, 0.4, 0.3]"
198,mana kampus merdeka banyak yang gaji kecil bahkan gk digaji ini mah akalakalan aja biar dapat pegawai magang dengan biaya rendah anjingg meras tenaga mahasiswa,Umum,"[0.05, 0.15, 0.8]"
9,ada gitu penyepong nadiem nih ya kampus merdeka yakin baik ini malah mencetak mahasiswa untuk siap jadi budak korporat,Kebijakan Menteri,"[0.1, 0.2, 0.7]"
12,agree with mbak ini actually kampus merdeka is a thing sistem konversi nilai sebetulnya lumayan memudahkan mahasiswa biarpun yaaa agak ribet juga,Umum,"[0.6, 0.3, 0.1]"
142,kampus merdeka juga cuma excuse biar perusahaan dapet free labour lmao,Umum,"[0.05, 0.15, 0.8]"
285,waktu zaman nya pak nadiem anak kuliahan terbantu banget dengan adanya program kampus merdeka dapat uang saku dan pengalaman jujur sangat ngebantu banget,Kebijakan Menteri,"[0.85, 0.1, 0.05]"
297,zonasi dan kampus merdeka disebut keberhasilan girl bffr,Umum,"[0.1, 0.2, 0.7]"
112,kalau di jenjang universitas banyak positif yang bisa diambil dari programnya dia program kampus merdeka banyak positif dan dampak negatif tidak langsungnya,Umum,"[0.6, 0.2, 0.2]"
275,terus kampus merdeka iya bagus buat nambah pengalaman mahasiswa tapi konversinya ke mata kuliah ini amburadul banget mahasiswa magang berpotensi lulus tanpa kompetensi sesuai jurusannya yg mumpuni kalau mau tetep ada magang ya ngga usah dikonversi ke sks,Umum,"[0.2, 0.3, 0.5]"
80,hmm plus minus sih but kampus merdeka was something special for me,Umum,"[0.6, 0.3, 0.1]"
126,kampus merdeka breakthrough zonasi breakthrough u ngajar dimaneee paham bener kayaknya urusan sekolahan ama kuliahan,Umum,"[0.3, 0.3, 0.4]"
219,opini tolol apa ini anjing wkwkwkwwkwkww kampus merdeka dibilang breakthrough wkwkwkwkwkw,Umum,"[0.05, 0.15, 0.8]"
140,kampus merdeka jg prokontra sih terutama iisma sm magang kalo iisma masalah anggaran dan efektivitas program magang karena agak bikin mahasiswa fokus ke perbanyak pengalaman kerja sejak kuliah ketimbang fokus kuliah bikin individualis kurang kritis sm keadaan terkini cmiiw,Umum,"[0.2, 0.3, 0.5]"
271,tapi sisanya gak dulu apalagi kampus merdeka berasa bgt dosendosenku kebingungannya trus berimbas ke mahasiswanya deh,Umum,"[0.1, 0.2, 0.7]"
160,3 kampus merdeka terutama pmm karna gw ikutin kesempatan paling membahagiakan di hidup gw itu bisa lolos pmm btw gw org kurang berada kampung gw di sumut dari lahir ga pernah ke kampung karna emg ga ada duit kesana and pmm bikin gw bisa ke sumut,Umum,"[0.9, 0.05, 0.05]"
145,kampus merdeka kalo tidak include mbkm dari sisi pendidikan mungkin masih oke,Umum,"[0.5, 0.3, 0.2]"
196,mahasiswa sedikit yang demo karena mereka ngerasain duit dari kampus merdeka makanya diem diem aja,Umum,"[0.3, 0.4, 0.3]"
151,cumann kampus merdeka yang oke,Umum,"[0.7, 0.2, 0.1]"
117,kalo kampus merdeka gak seburuk itu sih,Umum,"[0.6, 0.3, 0.1]"
60,fokus kita tetap di kurikulum merdeka dan merdeka belajar ini kurikulum ketinggian buat indonesia even untuk beberapa kampuspt,Umum,"[0.1, 0.2, 0.7]"
79,hmm padahal pak nadiem itu bagus karena ngadain kampus merdeka salah satunya mbkm karena ngebantu mahasiswa banget buat dapet gaji pas magang pengalaman kerja,Kebijakan Menteri,"[0.8, 0.15, 0.05]"
227,pernah baca ada yg suudzon katanya kampus merdeka biar mahasiswa pada cape sama kuliahnya biar gak usah demo ngurusin pemerintah,Umum,"[0.1, 0.2, 0.7]"
57,eh tapi kalau untuk program kampus merdeka berhasil loh,Umum,"[0.7, 0.2, 0.1]"
186,kok pada gasuka sama kepemimpinannya pak nadiem sih menurutku program kampus merdeka itu bagus banget lohhh apalagi msib iisma dll,Kebijakan Menteri,"[0.85, 0.1, 0.05]"
194,lulus program kampus merdeka wisuda gatau apa apa program lintas jurusan yang bikin pendidikan tinggi pun bingung masukin kemana nilainya ukt mahal pensiun balik ke gojek aja pak biar aplikasinya makin baik,Umum,"[0.05, 0.15, 0.8]"
115,kalau kakanya tanya dan dekat sama akademisi dari awal mereka pada ga setuju sama kurikulum merdeka bahkan dari awal para akademisi kampus termasuk guru besar dan dosen ga setuju dipilihnya nadiem jadi mendikbud,Kebijakan Menteri,"[0.05, 0.15, 0.8]"
88,imo gw bukan penyembah nadiem makarim but thanks to nadiem gue bisa first magang dengan gaji wow karena kampus merdeka dari cv tersebut membuka gue ke tempat kerja gue hari ini sks nya dikonversi jd gue fokus magang dan nilai kuliah juga gemilang,Umum,"[0.8, 0.15, 0.05]"
269,tapi pas program kampus merdeka itu jujur oke banget meski gak sempat ikut karena udah tinggal sidang tapi tementemen dan adek ku bgasi respon positif soal program itu menurutku juga programnya bagus yang kampus merdeka yhh,Umum,"[0.85, 0.1, 0.05]"
10,ada lagi dosen w bilang pengen program kampus merdeka dihilangin aja grgr mengacaukan kurikulum kampus wkwkw,Umum,"[0.05, 0.15, 0.8]"
47,kampus merdeka akwwkwkwkk,Umum,"[0.3, 0.4, 0.3]"
59,kampus merdeka is fine,Umum,"[0.6, 0.3, 0.1]"
284,program dia bagus yg kampus merdeka,Umum,"[0.8, 0.15, 0.05]"
273,tbh program kampus merdeka kayak magang yang bisa sampai 6 bulan dan pertukaran pelajar itu bagus banget karena mahasiswa jadi punya banyak kesempatan,Umum,"[0.85, 0.1, 0.05]"
265,tapi hal yg paling gw sayangkan dari programnya adalah gerakan mahasiswa jadi mati,Umum,"[0.1, 0.2, 0.7]"
81,hmmm but thanks a lot buat kampus merdeka nya,Umum,"[0.75, 0.2, 0.05]"
263,tapi aku suka kampus merdeka yang di usung oleh beliau,Umum,"[0.8, 0.15, 0.05]"
268,tapi kampus merdeka bagus loh,Umum,"[0.8, 0.15, 0.05]"
7,program kampus merdeka gua akuin bagus banget sih bener2 ngasih kesempatan ke mahasiswa secara luas buat student exchange magang wirausaha,Umum,"[0.9, 0.05, 0.05]"
183,kl nyari yg sempurna ya pasti ga ada tp lihat positif amp perbandingan dari sblmnya bagi sy yg mahasiswa sewaktu itu program baru kampus merdeka ini benar2 membantu sy rasa bbrp teman yg penerima programnya jg merasakan hal demikian pendidikan ga bs dilihat dari satu sisi,Umum,"[0.75, 0.2, 0.05]"
202,menurutku yg oke dr kampus merdeka cuma msib yg bisa ngeregulasi industri biar gak menjebak pemagang thd cheapfree labour yg sebelumnya ga bs dilakukan oleh universitas,Umum,"[0.7, 0.2, 0.1]"
242,sebenernya kampus merdeka nya mas nadiem itu bagus untuk pendidikan tinggi,Umum,"[0.8, 0.15, 0.05]"
248,semoga dgn menteri yg baru program kampus merdeka dihapuskan amiinn,Umum,"[0.05, 0.15, 0.8]"
42,buat menteri pendidikan kedepannya plis lanjutin kurikulum merdeka belajarnya buat kampus dan mahasiswa apalagi program mbkm berdampak positif banget bagi mahasiswa di seluruh pelosok negeri,Umum,"[0.85, 0.1, 0.05]"
254,sing ngomong anake wong sugih mostly produk kuliah 4 tahun memang kurang memegang skill lebih banyak ke teori dan perencanaan salah satu program kampus merdeka yang oke adalah kedaireka di mana kampus dekat dengan industri dan bisa melibatkan mahasiswa ke proyek riil,Umum,"[0.7, 0.2, 0.1]"
277,this shit only happened when lulusan kurikulum merdeka mulai masuk kampus,Umum,"[0.05, 0.15, 0.8]"
221,pak saya cuman mau blng jangan di berhentikan program kampus mengajar pertukaran mahasiswa merdeka wirausaha merdeka pak beta sebagai anak maluku program ini sngat bagus pak kami bisa lihat gimna pendidikan di baratjawa beda jauh dan kami bisa belajar bnyak apa yg,Umum,"[0.85, 0.1, 0.05]"
35,program dia bagus yg kampus merdeka,Umum,"[0.9, 0.05, 0.05]"
257,program kampus merdeka emang bagus banget,Umum,"[0.95, 0.03, 0.02]"
279,tolong program merdeka belajar di kampus tetep berlanjut dong pengen ngerasain msib cuyy,Umum,"[0.8, 0.15, 0.05]"
