id,text,aspect_category,sentiment_prob
35,amieeennnnn dan tidak lupa dengan janji2 manis saat kampanye sang mayor sejati,Kampanye,"[0.2, 0.3, 0.5]"
173,pada pilkada dki ahy dan sby jadi target hoax dan fitnah yang dilakukan akunakun pendukung ahok,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
30,akibat pernyataan antasari suara ahy melorot pada pilkada dki,Tokoh dan Partai,"[0.05, 0.2, 0.75]"
84,enam bulan kampanye pilkada di kubu ahy pendukung ahok sibuk serang program ahy tidak pernah mereka kampanye program ahok sendiri,Kampanye,"[0.2, 0.3, 0.5]"
137,ketika ahy kalah berpidato semua timnya terdiam menangis lalu setelah itu mereka melepaskan diri dari pilkada dki,Tokoh dan Partai,"[0.05, 0.2, 0.75]"
215,sejujurnya penilaian subyektif saya terlalu cepat bila ahy 2019 kalah di pilkada bukan modal tapi catatan negatif,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
249,tolak bajingan tengik ahy tukang sogok pemilih ini bangsat ahy ini sungguh berbahaya,Tokoh dan Partai,"[0.01, 0.09, 0.9]"
248,tolak ahy yang berpolitik membawa agama,Tokoh dan Partai,"[0.01, 0.09, 0.9]"
45,astaga ini pendukung ahy tidak terima sekali dengan hasil surveyharusnya jadi tolak acuan untuk lebih semangat,Tokoh dan Partai,"[0.05, 0.2, 0.75]"
195,sahsah aja justru itu menjadi tolak ukur kedewasaan warga dki kalo ahy menang artinya pola pikir warga masih primitif,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
232,suara warga cuma dihargai sembako tolak ahy sudah melakukan penyuapan kepada warga,Politik Uang,"[0.05, 0.15, 0.8]"
232,suara warga cuma dihargai sembako tolak ahy sudah melakukan penyuapan kepada warga,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
214,sejak ahy tidak ikut pilkada lagi sudah tidak asyik ya,Tokoh dan Partai,"[0.1, 0.7, 0.2]"
247,tinggal seleksi tendemnya di pilkada dki ahy kalah karena tendemnya salah pilih malah mengurangi kualitas ahy,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
242,ternyata segelintir pendukung ahy merasa ditikung di saat terakhir karena adanya tweet dari akun resmi parpol pendukung aniessandi,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
242,ternyata segelintir pendukung ahy merasa ditikung di saat terakhir karena adanya tweet dari akun resmi parpol pendukung aniessandi,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
23,ahy menanggung akibat cuitan ayahnya yang tak produktif,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
210,sebenarnya reaksi pendukung ahy ini tak perlu bersikap baper seperti itu karena tak ada yang mau jadi pecundang di ajang pilkada,Pendukung/Pemilih,"[0.1, 0.5, 0.4]"
210,sebenarnya reaksi pendukung ahy ini tak perlu bersikap baper seperti itu karena tak ada yang mau jadi pecundang di ajang pilkada,Tokoh dan Partai,"[0.1, 0.5, 0.4]"
77,dengan suara bergetar ahy minta maaf sudah kecewakan pendukungnya,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
77,dengan suara bergetar ahy minta maaf sudah kecewakan pendukungnya,Pendukung/Pemilih,"[0.1, 0.3, 0.6]"
19,mengenang pidato kekalahan,Tokoh dan Partai,"[0.1, 0.5, 0.4]"
146,lini pertahanan ahy rapuh debat efek aksi 112 efek dan antasari efek,Tokoh dan Partai,"[0.05, 0.25, 0.7]"
85,gagal di pilkada dki jakarta ahy diisukan maju ke pilgub jatim,Tokoh dan Partai,"[0.1, 0.6, 0.3]"
9,ahok melejit anies menanjak ahy mengapung,Tokoh dan Partai,"[0.2, 0.4, 0.4]"
57,berdasarkan survey sementara ahy masuk 3 besar selamat,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
161,meninggalkan zona aman dan nyaman demi kemajuan jakarta dengan hasil yang tak sesuai harapan ahy,Tokoh dan Partai,"[0.1, 0.4, 0.5]"
128,kasihan ahy kalah walaupun sudah umroh dibantu doa 7 juta umatternyata allah itu netral tidak berpolitik,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
126,kasihan benar nasib ahy karir tinggi di tni harus tamat karena nafsu pepo selanjutnya paling cepat ikut parpol kalau tidak begitu dagang ak,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
115,jangan sampai sby berkata ahy kalah garagara antasari ya survey kan sudah menunjukan ahy terus merosot elektabilitasnya,Tokoh dan Partai,"[0.05, 0.25, 0.7]"
202,saya bertanya kepada bapak presiden tv saya rusak apa ya kok ahy tidak naik naik hasil qc sementara gpp,Tokoh dan Partai,"[0.1, 0.6, 0.3]"
182,mengenang pidato kekalahan,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
217,ahy memang kalah di pilkada tetapi menang di hati rakyat,Tokoh dan Partai,"[0.6, 0.2, 0.2]"
98,heeebohhhhagus sylvi kalah di tps 6 tmpat menggunakan hak pilihnya,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
262,yang pilih semoga tidak ikut demokrat yaa kalau benar mau dukung ahok,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
75,demokrat ke ahok gerindra ini tantangan karena mereka bermain politik kotor,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
75,demokrat ke ahok gerindra ini tantangan karena mereka bermain politik kotor,Politik Uang,"[0.1, 0.2, 0.7]"
164,mesin robot sylvi lupa dimatiin jadi masih masuk trending topik,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
62,buat pendukung mari rapatkan barisan ke paslon buang issu miring paslon masih mau dipimpin seorang terdakwa simulut ember,Pendukung/Pemilih,"[0.2, 0.3, 0.5]"
93,harusnya rakyat menangis melihat kalah bukan dari aspek sebagai pribadi tapi demi kepentingan rakyat sendiri,Pendukung/Pemilih,"[0.2, 0.5, 0.3]"
16,ahy bisa kok menang pilgub dki bisa asal ngumpulin dulu 7 bola dragon ball rolling on the floor laughing rolling on the floor laughing,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
6,ah sekarang kalau lihat ahy jadi inget norman kamaru apakah ahy akan jualan bubur lalu naik haji smiling face with open mouth smiling eyes,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
21,ahy kemungkinan besar tersingkir persevering face persevering face hampir pasti dilanjuntukan di putaran kedua ahokdjarot vs aniessandi,Tokoh dan Partai,"[0.2, 0.4, 0.4]"
25,ahy nyungsep orang bapaknya aja menyarankan coblos no 2 smiling face with open mouth smiling eyes,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
20,ahy kalah sisi negatif umat islam tertunda dalam menempatkan pemimpin sisi positif umat islam terhindar dari saling hujat buka aib,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
20,ahy kalah sisi negatif umat islam tertunda dalam menempatkan pemimpin sisi positif umat islam terhindar dari saling hujat buka aib,SARA,"[0.2, 0.3, 0.5]"
14,ahy ahy anda ngomong karakter anda tau yang barusan anda omongkan untuk melihat sisi negatif orang lain tongue oncoming fist,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
17,ahy hanya membicarakan negatif saja untuk jakarta tidak ada solusi yang tepat untuk mengatasi nol besar thumbs down,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
138,kicauan negatif sby diyakini pengaruhi elektabilitas ahy via,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
259,ya alloh tuhan yme ahy ternyata didukung senator beraura negatif,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
160,menemukan foto seperti ini ternyata lingkaran orang2 ahy penuh masalah semua integritas dan kwalitas yang negatif waspada waspada thumbs down,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
254,wah si ahy 70 sentimennya negatif wkwkwkface with stuckout tounges,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
221,senjata makan tuan aka karma 2 kicauan negatif sby diyakini pengaruhi elektabilitas ahy face with stuckout tounges,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
40,feeling aku sih yang menang itu pasangan aniessandi,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
39,pingin lihat mas debat face with stuckout tounges,Kampanye,"[0.5, 0.4, 0.1]"
166,2mesti nyuruh mantan pemilih buat pilih paslon face with open mouth thumbs up ok hand folded hands thinking face smiling face with sunglasses,Pendukung/Pemilih,"[0.3, 0.5, 0.2]"
134,1kenape kagak dilawan ama pasangan buat pilgub jabar cuma demokrat emang hrs tegas dulu buat pilgub dki thinking face thinking face thinking face,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
87,gara2 kemaren pake seragam hitam2 thinking face thinking face thinking face smiling face with open mouth closed eyes smiling face with sunglasses,Kampanye,"[0.3, 0.4, 0.3]"
261,ya pastilah kan tidak suka sama ahok jadi pas udah kalah otomatis dukungannya lari ke mas aniessandi grimacing face,Tokoh dan Partai,"[0.2, 0.2, 0.6]"
2,ada ahoker masih ngebully program face with tears of joy face with tears of joy face with tears of joy,Pendukung/Pemilih,"[0.1, 0.3, 0.6]"
140,kirim ke aku saja kaosnya sejati smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,Pendukung/Pemilih,"[0.8, 0.2, 0.0]"
102,humorlagu kisah sedih ahy di balik lagu jatuh bangun frowning face frowning face,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
68,cuitan hati sbycuitan sby jokowi mantan mantan terindahpilgub dki 2017 tongue tongue,Tokoh dan Partai,"[0.4, 0.4, 0.2]"
12,ahokers mendadak gak salah tuh sesuatu banget face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
101,hoax kok tidakada habis2nya foto 4 hari sebelum pencoblosanfotonya tidak hoax tulisanya penuh dusta angry face,Kampanye,"[0.1, 0.2, 0.7]"
73,deklarasi ini sepihak tanpa konsultasi dan persetujuan ahy,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
174,pak jangan biarkan pengorbanan dan perjuangan kita rezim koplak ini komando fire fire,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
48,ayo pendukung ahy dukung penggembosmu tongue fire fire,Pendukung/Pemilih,"[0.2, 0.3, 0.5]"
229,suara bakal direbuntukan apakah pak mau melanjuntukan program yang di usung pak sepertinya tidak expressionless face,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
252,tweet anda yang justru kontraproduktif terhadap pak zippermouth face zippermouth face zippermouth face,Tokoh dan Partai,"[0.2, 0.4, 0.4]"
158,dan kita tetap,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
231,suara rusak garagara nyanyian si aa peka ini moga sby bisa bikin dia jeblos penjara sampai pupus disana face with steam from nose,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
46,awas banyak mendadak baik metamorfosis dari kecebong brubah jd anjing penjilat ok hand clapping hands,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
216,sekarang tinggal tunggu sikap terhadap manuver agus clapping hands face with cold sweat face with cold sweat,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
82,doa ku semoga suaranya mas agussylvi beneran ke yakin kan mas agus aku pada mu,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
237,terima kasih mas karenamu anak muda telah berani menyuarakan perubahan kami tetap bersamamu,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
243,tersingkir dari kancah pilkada dki rupanya ada cara lain untuk mengangkat seseorang mendunia,Tokoh dan Partai,"[0.4, 0.3, 0.3]"
69,dalam pilkada dki ahy juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria ahy mendunia,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
253,usai pilkada dki ahy keliling nusantara merajut persatuan bukan cuma jakarta,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
18,12 ahy justru menitipkan pentingnya menjaga pluralisme kebangsaan dan kesatuan dalam persaingan pilkada persatuan lebih penting,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
22,ahy memang kalah di pilkada tetapi menang di hati rakyat,Tokoh dan Partai,"[0.6, 0.2, 0.2]"
71,dari pada pendukung ahok berantem terus mending kaya pendukung ahy membuat kopdar biar makin luas siapa tau jadi calon lagi,Pendukung/Pemilih,"[0.5, 0.3, 0.2]"
162,menurut ahy pilkada dki memberi hikmah pelajaran ujian dan tantangan yang dapat ia ambil semua itu dapat mematangkan karakternya,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
218,semangat terus pak ahy faktor kekalahan pada pilkada waktu kemarin itu adalah wakil pak ahy nanti maju lagi insyaalloh,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
120,kalau dilihat upaya demokrat mengenalkan ahy cukup berhasil di pilkada jakarta dan sekarang ahy sudah mulai blusukan ke seluruh indonesia,Kampanye,"[0.6, 0.3, 0.1]"
191,prinsip kepemimpinan memenangkan sebuah pilkada belajar terus dan sangat dinamis,Kampanye,"[0.6, 0.3, 0.1]"
184,pilihan warga jkt mayoritas bukan pada ahok tapi calon selain ahok terbukti di dua putaran pilkada dki mayoritas memilih ahy dan anies,Pendukung/Pemilih,"[0.5, 0.3, 0.2]"
145,lewat akun instagram ahy ucapkan selamat kepada paslon pemenang pilkada dki jakarta,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
163,menyeberangi selat malaka aiman kompastv yang mendapat kesempatan pertama mewawancarai ahy usai pilkada dki,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
27,ahy sebut pilkada dki berjalan bermartabat,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
197,salam kagum buat ahy masih muda berani pensiun dini berani menantang ahok di pilkada disaat semua pada takut termasuk,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
185,pilkada dki berdoa ahy menang mudahmudahan anies sandi yang menang,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
228,soal mental kalah pilkada indonesia harus berguru pada sosok ahy,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
148,lsi telah membuktikan kejujuran surveynya pada pilkada dki tahap1 ahokdjarot disurvey langsung kalah dan ahy menang 1 putaran,Tokoh dan Partai,"[0.3, 0.3, 0.4]"
213,sehabis pilkadapileg dan pilpres saya harap ahy menjadi ketua dpr,Tokoh dan Partai,"[0.6, 0.2, 0.2]"
211,sebentar lagi kita lupakan kegilaan pilkada dki mari berlari bersama ahy kita mulai dari kepri 23 april,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
203,saya bilang pasti menang karena bentuk keyakinan akan keberhasilan goal goal lain dari improvisasi politik pak sby pak ahydi pilkada dki,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
219,semoga anies menang pilkada dan ahy jadi presiden indonesia 2019 aamiin yra klop dah,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
222,setelah pilkada dki ahy jadi sangat diperhitungkan diharapkan dia bisa menjadi pemimpin ri selanjutnya,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
205,saya pikir target ahy dalam pilkada kemarin adalah untuk membangun sentimen positif,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
109,jadi tolong hargai sikap saya dan beberapa pendukung ahy yang memilih bersikap netral di putaran kedua pilkada dki 2017 ini,Pendukung/Pemilih,"[0.3, 0.5, 0.2]"
186,pilkada rasa pilkades kata mas tidak ada ahy tidak rame,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
79,di pilkada putaran pertama kemarin saya membuat kaos ahy sendiri untuk dibagibagikan dilingkungan saya utan kayu jaktim,Pendukung/Pemilih,"[0.6, 0.2, 0.2]"
244,tetap semangat dukung ahysylvi sampai pilkada terlaksana yakin dan tentukan pilihan anda kepada yang pro rakyat,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
196,salah satu cara ahysilvy menang pilkada itu mudah ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan dijamin pada segan,Kampanye,"[0.4, 0.3, 0.3]"
141,kita tunggu kualitas jiwa anies sandiapa ucapan atas peran suara loyalis ahysilvy dalam kemenangan pilkada ini,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
239,terimakasih ahysilvy tanpa kalian jakarta tidak akan mempunyai gubernur baru,Tokoh dan Partai,"[0.6, 0.2, 0.2]"
64,cakeeepppp pendukung dan,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
114,jangan lupa pilih paslon,Kampanye,"[0.5, 0.4, 0.1]"
64,cakeeepppp pendukung dan,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
200,salut mpok silvy dengan mengakui kemenangan paslon lain,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
263,youtubebxrzd69u61a tenang bening dan tulus mas agus mungkin di masa yg akan datang yaa mas,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
152,mari beri masukan kritik yang membangun bagi yang kalah dalam pertandingan,Pendukung/Pemilih,"[0.5, 0.4, 0.1]"
43,apapun hasilnya kau tetap kebanggaan kami,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
103,yuk fans dukung dan menangkan,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
193,dukung,Pendukung/Pemilih,"[0.6, 0.3, 0.1]"
169,ngawal abang keliling ampenan,Pendukung/Pemilih,"[0.5, 0.4, 0.1]"
3,ada apa dengan knp disetiap acara nya massa membludakkrn rakyat melihat harapan utk ahy memimpin negara ini dimasa yg dtg,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
130,kekalahan adalah sukses yg tertunda bukan untuk disesali tapi dijadikan pengalaman tuk lebih baik lagi di masa depan,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
236,tandatangan petisi stop hoax dan fitnah serta mendukung gerakan kebebasan pers tanpa hoax dan fitnah,Kampanye,"[0.6, 0.3, 0.1]"
167,mestinya ya begitu ya gus negarawan,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
74,demokrat dengan cinta untuk nkri dan berbakti,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
110,jagoan kalah duluan klu gitu dong jagoannya bukan ahok,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
183,pesan jangan lupa gembira dan cinta indonesia,Kampanye,"[0.7, 0.2, 0.1]"
198,salam untuk kaum muda hormat pada yang tua,Kampanye,"[0.6, 0.3, 0.1]"
143,membaca strategi politik sby dalam pencalonan agus yudhoyono,Tokoh dan Partai,"[0.4, 0.4, 0.2]"
72,datang tampak muka pulang tampak punggung terima kasih kepri,Pendukung/Pemilih,"[0.5, 0.4, 0.1]"
33,aku pada pemimpin muda,Pendukung/Pemilih,"[0.6, 0.3, 0.1]"
4,adalah inspirasi kaum muda gerakan indonesia muda menuju indonesia emas,Kampanye,"[0.7, 0.2, 0.1]"
223,setia pada sebab politik indonesia perlu ada regenerasi yg matang agar jgn ada lagi kutu loncat,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
192,putri dan wanita penginspirasi,Tokoh dan Partai,"[0.5, 0.5, 0.0]"
258,wartawan tanya apa u pilkada 2018 mendatang mas akan ikut dijawab mas sampai skg belum terpikir u ikut pilkada lainnya,Tokoh dan Partai,"[0.5, 0.5, 0.0]"
153,mas agus kasih kuliah umum nih,Tokoh dan Partai,"[0.5, 0.5, 0.0]"
142,kuliah umum mahasiswa perspektif untuk masa depan at umrah dompak,Tokoh dan Partai,"[0.5, 0.5, 0.0]"
100,hmmmm calon tokoh dunia,Tokoh dan Partai,"[0.5, 0.5, 0.0]"
240,dukung,Pendukung/Pemilih,"[0.6, 0.4, 0.0]"
58,bisa voter memilih,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
147,logikanya pemilih putaran ke1 dipastikan punya psikologis yang sama dengan pemilih paslon 3 mereka ingin gubernur baru di jakarta,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
230,suara pemilih pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini selamat jakarta punya gubernur baru,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
171,dan kita tetap,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
15,ahy bergaya sporty ke tps,Tokoh dan Partai,"[0.5, 0.5, 0.0]"
194,saat putaran pertama kita melihat bgm menunjukkan kelasnya sbg pemimpin yg berbesar hati,Tokoh dan Partai,"[0.7, 0.3, 0.0]"
209,sebagian kecil pendukung ada yg dukung ahok basis massa mayoritas kemungkinan lebih pilih anies kunci kemenangan tipis bagi anies,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
49,bagaimana pun suara pendukung akan menentukan kemenangan salah satu paslon,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
220,semoga pemilih di putaran 1 di kebon kacang dan kp bali beralih ke aniessandi,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
264,yuk fans dukung dan menangkan,Pendukung/Pemilih,"[0.7, 0.3, 0.0]"
59,bismillah semoga esok hari jakarta memiliki pemimpin yang sesuai tuntunan alquran diridhai alloh swt,SARA,"[0.3, 0.4, 0.3]"
61,bu sylvi adalah contoh keberanian betawi utk dalam bersikap ngga ngambang atau banci contoh perempuan betawi tulen,Tokoh dan Partai,"[0.6, 0.4, 0.0]"
56,begitu tulus begitu menyenangkan insyaallah ada jalan bu,Tokoh dan Partai,"[0.7, 0.3, 0.0]"
178,aku pada pemimpin muda,Tokoh dan Partai,"[0.5, 0.5, 0.0]"
189,postingan 28 januari 2017 meneduhkan tetep,Pendukung/Pemilih,"[0.6, 0.3, 0.1]"
199,salam wallahulmuwafiq ilaaqwamithoriq mencerminkan beliau nu sejak itu saya jatuh hati meski waktu itu saya,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
206,suka berjiwa,Pendukung/Pemilih,"[0.6, 0.3, 0.1]"
